game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
415,1,0,0,1.0,15,5,0,15,9059,1.200658,0.408996,1.609654,0.093813,0.670117,0.0,0.0,8,1.0,600,1
416,1,0,0,1.0,19,7,0,19,9078,1.229764,0.381923,1.611687,0.093813,0.736403,0.0,0.0,8,1.0,600,1
417,2,0,0,1.0,20,7,0,20,9098,1.2736,0.404523,1.678122,0.093813,0.792571,0.0,0.0,8,1.0,600,1
418,1,0,0,1.0,19,8,0,19,9117,1.24432,0.443578,1.687898,0.093813,0.819875,0.0,0.0,8,1.0,600,1
419,1,0,0,1.0,21,8,0,21,9138,1.324683,0.372166,1.696849,0.093813,0.811352,0.0,0.0,8,1.0,600,1
420,1,0,0,1.0,7,3,0,7,9145,1.401693,0.402293,1.803986,0.093813,0.768424,1.0,0.0,8,1.0,600,1
421,1,0,0,1.0,15,7,0,15,9160,1.385982,0.381417,1.767398,0.093813,0.686255,0.0,0.0,8,1.0,600,1
422,1,0,0,1.0,17,8,0,17,9177,1.297013,0.365077,1.66209,0.093813,0.730138,0.0,0.0,8,1.0,600,1
423,2,0,0,1.0,20,7,0,20,9197,1.347832,0.373777,1.721609,0.093813,0.732304,0.0,0.0,8,1.0,600,1
424,1,0,0,1.0,27,8,0,27,9224,1.165349,0.338414,1.503764,0.093813,0.767761,0.0,0.0,8,1.0,600,1
425,2,0,0,1.0,26,7,0,26,9250,1.224107,0.353461,1.577568,0.093813,0.765507,0.0,0.0,8,1.0,600,1
426,1,0,0,1.0,27,8,0,27,9277,1.281472,0.474737,1.756209,0.093813,0.750015,0.0,0.0,8,1.0,600,1
427,2,0,0,1.0,26,7,0,26,9303,1.4429,0.339128,1.782028,0.093813,0.775074,0.0,0.0,8,1.0,600,1
428,1,0,0,1.0,17,7,0,17,9320,1.38271,0.404527,1.787237,0.093813,0.708828,0.0,0.0,8,1.0,600,1
429,2,0,0,1.0,18,8,0,18,9338,1.395918,0.328432,1.72435,0.093813,0.810054,0.0,0.0,8,1.0,600,1
430,2,0,0,1.0,20,8,0,20,9358,1.192498,0.342699,1.535198,0.093813,0.804591,0.0,0.0,8,1.0,600,1
431,1,0,0,1.0,19,7,0,19,9377,1.138433,0.396908,1.535341,0.093813,0.71883,0.0,0.0,8,1.0,600,1
432,2,0,0,1.0,16,6,0,16,9393,1.246388,0.282402,1.52879,0.093813,0.757826,0.0,0.0,8,1.0,600,1
433,2,0,0,1.0,18,7,0,18,9411,1.118409,0.281208,1.399617,0.093813,0.78696,0.0,0.0,8,1.0,600,1
434,2,0,0,1.0,18,7,0,18,9429,1.410575,0.459774,1.87035,0.093813,0.781209,0.0,0.0,8,1.0,600,1
435,1,0,0,1.0,13,7,0,13,9442,1.316941,0.365654,1.682595,0.093813,0.652883,0.0,0.0,8,1.0,600,1
436,2,0,0,1.0,12,4,0,12,9454,1.223588,0.34138,1.564968,0.093813,0.654146,0.0,0.0,8,1.0,600,1
437,1,0,0,1.0,17,7,0,17,9471,1.173359,0.29933,1.472689,0.093813,0.717372,0.0,0.0,8,1.0,600,1
438,2,0,0,1.0,20,7,0,20,9491,1.262415,0.371282,1.633697,0.093813,0.752003,0.0,0.0,8,1.0,600,1
439,1,0,0,1.0,17,7,0,17,9508,1.499558,0.377012,1.87657,0.093813,0.749583,0.0,0.0,8,1.0,600,1
440,1,0,0,1.0,17,7,0,17,9525,1.307975,0.39898,1.706955,0.093813,0.676127,0.0,0.0,8,1.0,600,1
441,2,0,0,1.0,22,8,0,22,9547,1.260146,0.272435,1.532581,0.093813,0.817651,0.0,0.0,8,1.0,600,1
442,2,0,0,1.0,18,8,0,18,9565,1.353847,0.45579,1.809637,0.093813,0.789835,0.0,0.0,8,1.0,600,1
443,2,0,0,1.0,40,8,0,40,9605,1.433226,0.403419,1.836645,0.093813,0.846411,0.0,0.0,8,1.0,600,1
444,1,0,0,1.0,11,5,0,11,9616,1.206376,0.377083,1.583459,0.093813,0.748672,0.0,0.0,8,1.0,600,1
445,2,0,0,1.0,20,7,0,20,9636,1.341624,0.401234,1.742858,0.093813,0.746828,0.0,0.0,8,1.0,600,1
446,2,0,0,1.0,16,5,0,16,9652,1.313032,0.370178,1.68321,0.093813,0.736436,0.0,0.0,8,1.0,600,1
447,1,0,0,1.0,19,7,0,19,9671,1.266562,0.350957,1.617519,0.093813,0.757666,0.0,0.0,8,1.0,600,1
448,2,0,0,1.0,18,6,0,18,9689,1.309491,0.327007,1.636498,0.093813,0.728065,0.0,0.0,8,1.0,600,1
449,1,1,1,0.3,70,7,0,70,9759,1.209976,0.35927,1.569246,0.093813,0.735011,0.0,0.0,8,1.0,600,1
450,2,0,0,1.0,24,8,0,24,9783,1.252063,0.362025,1.614088,0.093813,0.781093,0.0,0.0,8,1.0,600,1
451,1,0,0,1.0,17,6,0,17,9800,1.128884,0.372963,1.501847,0.093813,0.766179,0.0,0.0,8,1.0,600,1
452,1,0,0,1.0,19,7,0,19,9819,1.323896,0.422072,1.745968,0.093813,0.739039,0.0,0.0,8,1.0,600,1
453,1,0,0,1.0,21,8,0,21,9840,1.270281,0.436779,1.70706,0.093813,0.771285,0.0,0.0,8,1.0,600,1
454,1,0,0,1.0,19,8,0,19,9859,1.315623,0.381038,1.696661,0.093813,0.780248,0.0,0.0,8,1.0,600,1
455,1,0,0,1.0,19,7,0,19,9878,1.235487,0.416371,1.651858,0.093813,0.694579,0.0,0.0,8,1.0,600,1
456,2,0,0,1.0,20,8,0,20,9898,1.254401,0.360041,1.614443,0.093813,0.761937,0.0,0.0,8,1.0,600,1
457,1,0,0,1.0,19,8,0,19,9917,1.183877,0.355464,1.539341,0.093813,0.704332,0.0,0.0,8,1.0,600,1
458,1,0,0,1.0,23,8,0,23,9940,1.208926,0.349073,1.557999,0.093813,0.775278,0.0,0.0,8,1.0,600,1
459,1,0,0,1.0,19,7,0,19,9959,1.21655,0.455092,1.671642,0.093813,0.718478,0.0,0.0,8,1.0,600,1
460,1,0,0,1.0,19,7,0,19,9978,1.353556,0.477102,1.830658,0.093813,0.749407,0.0,0.0,8,1.0,600,1
461,1,0,0,1.0,21,7,0,21,9999,1.283789,0.26612,1.549909,0.093813,0.742507,0.0,0.0,8,1.0,600,1
462,1,0,0,1.0,19,7,0,19,10018,1.257452,0.511134,1.768585,0.093813,0.718215,0.0,0.0,8,1.0,600,1
463,1,0,0,1.0,17,7,0,17,10035,1.224082,0.406157,1.630239,0.093813,0.69783,0.0,0.0,8,1.0,600,1
464,1,0,0,1.0,25,8,0,25,10060,1.265558,0.242915,1.508473,0.093813,0.751987,0.0,0.0,8,1.0,600,1
465,1,0,0,1.0,27,8,0,27,10087,1.257336,0.397095,1.654431,0.093813,0.772769,0.0,0.0,8,1.0,600,1
466,1,0,0,1.0,19,6,0,19,10106,1.292139,0.446653,1.738792,0.093813,0.768737,0.0,0.0,8,1.0,600,1
467,1,0,0,1.0,17,7,0,17,10123,1.362425,0.384887,1.747313,0.093813,0.750957,0.0,0.0,8,1.0,600,1
468,1,1,1,0.3,70,8,0,70,10193,1.317995,0.384725,1.70272,0.093813,0.871119,0.0,0.0,8,1.0,600,1
469,2,0,0,1.0,22,6,0,22,10215,1.26493,0.400183,1.665113,0.093813,0.840568,0.0,0.0,8,1.0,600,1
470,2,0,0,1.0,12,6,0,12,10227,1.446573,0.306476,1.753049,0.093813,0.740401,0.0,0.0,8,1.0,600,1
471,1,0,0,1.0,25,8,0,25,10252,1.313757,0.425769,1.739526,0.093813,0.770952,0.0,0.0,8,1.0,600,1
472,2,0,0,1.0,26,8,0,26,10278,1.133092,0.474673,1.607765,0.093813,0.848401,0.0,0.0,8,1.0,600,1
473,1,0,0,1.0,17,8,0,17,10295,1.295539,0.475032,1.770571,0.093813,0.768634,0.0,0.0,8,1.0,600,1
474,1,0,0,1.0,19,7,0,19,10314,1.281755,0.382172,1.663926,0.093813,0.746683,0.0,0.0,8,1.0,600,1
475,1,0,0,1.0,27,8,0,27,10341,1.387006,0.323905,1.710911,0.093813,0.791875,0.0,0.0,8,1.0,600,1
476,2,0,0,1.0,18,8,0,18,10359,1.276515,0.388371,1.664886,0.093813,0.808384,0.0,0.0,8,1.0,600,1
477,2,0,0,1.0,22,7,0,22,10381,1.339679,0.342908,1.682587,0.093813,0.766353,0.0,0.0,8,1.0,600,1
478,2,0,0,1.0,18,6,0,18,10399,1.307609,0.380044,1.687653,0.093813,0.732517,0.0,0.0,8,1.0,600,1
479,1,0,0,1.0,17,5,0,17,10416,1.216784,0.358376,1.575161,0.093813,0.727487,0.0,0.0,8,1.0,600,1
480,1,0,0,1.0,19,7,0,19,10435,1.389367,0.481461,1.870828,0.093813,0.777612,0.0,0.0,8,1.0,600,1
481,1,0,0,1.0,17,6,0,17,10452,1.339793,0.36018,1.699974,0.093813,0.705686,0.0,0.0,8,1.0,600,1
482,2,0,0,1.0,14,5,0,14,10466,1.205468,0.347268,1.552736,0.093813,0.754472,0.0,0.0,8,1.0,600,1
483,1,0,0,1.0,31,8,0,31,10497,1.315418,0.469412,1.78483,0.093813,0.799666,0.0,0.0,8,1.0,600,1
484,1,0,0,1.0,19,7,0,19,10516,1.290182,0.320784,1.610967,0.093813,0.78429,0.0,0.0,8,1.0,600,1
485,1,0,0,1.0,19,7,0,19,10535,1.207023,0.40482,1.611842,0.093813,0.733327,0.0,0.0,8,1.0,600,1
486,1,0,0,1.0,19,7,0,19,10554,1.266622,0.432483,1.699105,0.093813,0.747122,0.0,0.0,8,1.0,600,1
487,1,0,0,1.0,17,7,0,17,10571,1.326969,0.507297,1.834267,0.093813,0.776196,0.0,0.0,8,1.0,600,1
488,2,0,0,1.0,40,8,0,40,10611,1.301917,0.389498,1.691414,0.093813,0.83222,0.0,0.0,8,1.0,600,1
489,2,0,0,1.0,20,7,0,20,10631,1.262152,0.361048,1.6232,0.093813,0.782137,0.0,0.0,8,1.0,600,1
490,1,0,0,1.0,17,6,0,17,10648,1.368075,0.39167,1.759745,0.093813,0.677011,0.0,0.0,8,1.0,600,1
491,1,0,0,1.0,39,8,0,39,10687,1.269191,0.401423,1.670614,0.093813,0.705749,0.0,0.0,8,1.0,600,1
492,1,0,0,1.0,19,7,0,19,10706,1.158869,0.40215,1.561019,0.093813,0.705123,0.0,0.0,8,1.0,600,1
493,1,0,0,1.0,19,6,0,19,10725,1.284486,0.490863,1.775349,0.093813,0.737809,0.0,0.0,8,1.0,600,1
494,1,1,1,0.3,70,8,0,70,10795,1.243246,0.236659,1.479905,0.093813,0.796351,0.0,0.0,8,1.0,600,1
495,2,0,0,1.0,14,5,0,14,10809,1.252508,0.29213,1.544639,0.093813,0.757453,0.0,0.0,8,1.0,600,1
496,1,0,0,1.0,23,7,0,23,10832,1.191404,0.437681,1.629085,0.093813,0.73042,0.0,0.0,8,1.0,600,1
497,2,0,0,1.0,20,7,0,20,10852,1.266524,0.408843,1.675367,0.093813,0.779382,0.0,0.0,8,1.0,600,1
498,1,0,0,1.0,17,6,0,17,10869,1.162067,0.430217,1.592284,0.093813,0.759992,0.0,0.0,8,1.0,600,1
499,1,0,0,1.0,13,6,0,13,10882,1.238077,0.375844,1.613921,0.093813,0.722229,0.0,0.0,8,1.0,600,1
500,1,0,0,1.0,63,8,0,63,10945,1.151947,0.336104,1.488051,0.093813,0.87389,0.0,0.0,8,1.0,600,1
