game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
1,1,0,0,1.0,27,8,0,27,27,1.38765,0.458304,1.845955,0.458304,0.783714,0.0,0.0,8,1.0,600,1
2,2,0,0,1.0,32,8,0,32,59,1.288666,0.288504,1.577171,0.288504,0.739775,0.0,0.0,8,1.0,600,1
3,1,1,1,0.3,70,8,0,70,129,1.168933,0.230047,1.39898,0.230047,0.712569,0.0,0.0,8,1.0,600,1
4,1,0,0,1.0,17,6,0,17,146,1.154081,0.164695,1.318775,0.164695,0.754787,0.0,0.0,8,1.0,600,1
5,2,0,0,1.0,20,7,0,20,166,1.097006,0.223244,1.32025,0.164695,0.731052,0.0,0.0,8,1.0,600,1
6,1,0,0,1.0,17,6,0,17,183,1.140204,0.204995,1.345199,0.164695,0.704704,0.0,0.0,8,1.0,600,1
7,1,0,0,1.0,25,7,0,25,208,1.273027,0.271525,1.544552,0.164695,0.749983,0.0,0.0,8,1.0,600,1
8,1,0,0,1.0,13,5,0,13,221,1.285516,0.251846,1.537362,0.164695,0.6751,0.0,0.0,8,1.0,600,1
9,1,0,0,1.0,19,7,0,19,240,1.135222,0.179064,1.314286,0.164695,0.769089,0.0,0.0,8,1.0,600,1
10,1,0,0,1.0,19,6,0,19,259,1.289841,0.273082,1.562923,0.164695,0.715491,0.0,0.0,8,1.0,600,1
11,1,0,0,1.0,21,8,0,21,280,1.177675,0.186249,1.363923,0.164695,0.699817,0.0,0.0,8,1.0,600,1
12,1,0,0,1.0,27,8,0,27,307,1.183624,0.246552,1.430176,0.164695,0.790082,0.0,0.0,8,1.0,600,1
13,2,0,0,1.0,20,7,0,20,327,1.150727,0.248004,1.398731,0.164695,0.740902,0.0,0.0,8,1.0,600,1
14,1,0,0,1.0,17,8,0,17,344,1.249771,0.237937,1.487708,0.164695,0.67868,0.0,0.0,8,1.0,600,1
15,1,0,0,1.0,17,6,0,17,361,1.179395,0.182513,1.361909,0.164695,0.683689,0.0,0.0,8,1.0,600,1
16,1,0,0,1.0,21,7,0,21,382,1.277426,0.139133,1.416559,0.139133,0.709277,0.0,0.0,8,1.0,600,1
17,2,0,0,1.0,20,8,0,20,402,1.276432,0.159016,1.435448,0.139133,0.732972,0.0,0.0,8,1.0,600,1
18,1,0,0,1.0,35,8,0,35,437,1.238516,0.171619,1.410135,0.139133,0.790079,0.0,0.0,8,1.0,600,1
19,1,0,0,1.0,23,8,0,23,460,1.200518,0.150571,1.351089,0.139133,0.772592,0.0,0.0,8,1.0,600,1
20,1,0,0,1.0,19,7,0,19,479,1.203955,0.160228,1.364184,0.139133,0.683508,0.0,0.0,8,1.0,600,1
21,1,0,0,1.0,23,7,0,23,502,1.318606,0.171543,1.490149,0.139133,0.758801,0.0,0.0,8,1.0,600,1
22,1,0,0,1.0,13,7,0,13,515,1.322563,0.150877,1.473439,0.139133,0.639014,0.0,0.0,8,1.0,600,1
23,1,0,0,1.0,25,8,0,25,540,1.388353,0.134626,1.522979,0.134626,0.70424,0.0,0.0,8,1.0,600,1
24,2,0,0,1.0,16,6,0,16,556,1.353749,0.105446,1.459195,0.105446,0.691152,0.0,0.0,8,1.0,600,1
25,1,0,0,1.0,17,7,0,17,573,1.404898,0.093813,1.498712,0.093813,0.631248,0.0,0.0,8,1.0,600,1
26,1,0,0,1.0,15,7,0,15,588,1.13241,0.100722,1.233132,0.093813,0.746021,0.0,0.0,8,1.0,600,1
27,2,0,0,1.0,22,7,0,22,610,1.353902,0.117902,1.471804,0.093813,0.760206,0.0,0.0,8,1.0,600,1
28,2,0,0,1.0,18,8,0,18,628,1.325365,0.19288,1.518245,0.093813,0.753664,0.0,0.0,8,1.0,600,1
29,1,0,0,1.0,15,7,0,15,643,1.194584,0.116604,1.311188,0.093813,0.661658,0.0,0.0,8,1.0,600,1
30,1,0,0,1.0,7,3,0,7,650,1.341087,0.201337,1.542423,0.093813,0.632483,1.0,0.0,8,1.0,600,1
31,1,0,0,1.0,19,8,0,19,669,1.324713,0.319007,1.643719,0.093813,0.739127,0.0,0.0,8,1.0,600,1
32,1,0,0,1.0,5,1,0,5,674,1.371729,0.13181,1.503539,0.093813,0.654758,1.0,0.0,8,1.0,600,1
33,1,0,0,1.0,23,8,0,23,697,1.305243,0.195204,1.500446,0.093813,0.722146,0.0,0.0,8,1.0,600,1
34,1,0,0,1.0,21,7,0,21,718,1.272178,0.377931,1.650109,0.093813,0.825582,0.0,0.0,8,1.0,600,1
35,2,0,0,1.0,20,6,0,20,738,1.583036,0.270866,1.853901,0.093813,0.710601,0.0,0.0,8,1.0,600,1
36,2,0,0,1.0,20,8,0,20,758,1.255049,0.292278,1.547327,0.093813,0.739482,0.0,0.0,8,1.0,600,1
37,2,0,0,1.0,24,8,0,24,782,1.278978,0.260093,1.539071,0.093813,0.776989,0.0,0.0,8,1.0,600,1
38,2,0,0,1.0,20,8,0,20,802,1.391086,0.535669,1.926755,0.093813,0.823539,0.0,0.0,8,1.0,600,1
39,,1,0,0.3,70,8,0,70,872,1.438406,0.378362,1.816767,0.093813,0.838254,0.0,0.0,8,1.0,600,1
40,2,0,0,1.0,26,8,0,26,898,1.234081,0.382063,1.616143,0.093813,0.848465,0.0,0.0,8,1.0,600,1
41,1,0,0,1.0,15,6,0,15,913,1.279065,0.542511,1.821577,0.093813,0.691597,0.0,0.0,8,1.0,600,1
42,1,0,0,1.0,17,8,0,17,930,1.300973,0.313996,1.614968,0.093813,0.717568,0.0,0.0,8,1.0,600,1
43,2,0,0,1.0,26,8,0,26,956,1.298624,0.292156,1.59078,0.093813,0.80583,0.0,0.0,8,1.0,600,1
44,2,0,0,1.0,22,8,0,22,978,1.205647,0.464461,1.670109,0.093813,0.798528,0.0,0.0,8,1.0,600,1
45,1,0,0,1.0,21,8,0,21,999,1.349518,0.429139,1.778657,0.093813,0.785754,0.0,0.0,8,1.0,600,1
46,1,0,0,1.0,9,3,0,9,1008,1.288034,0.419055,1.707089,0.093813,0.735671,0.0,0.0,8,1.0,600,1
47,2,1,1,0.3,70,8,0,70,1078,1.237244,0.330858,1.568102,0.093813,0.817648,0.0,0.0,8,1.0,600,1
48,1,1,1,0.3,70,6,0,70,1148,1.164613,0.376823,1.541436,0.093813,0.542189,0.0,0.0,8,1.0,600,1
49,2,0,0,1.0,22,8,0,22,1170,1.186538,0.32139,1.507928,0.093813,0.707012,0.0,0.0,8,1.0,600,1
50,1,0,0,1.0,17,6,0,17,1187,1.236922,0.382908,1.61983,0.093813,0.708141,0.0,0.0,8,1.0,600,1
51,2,0,0,1.0,18,8,0,18,1205,1.242827,0.42568,1.668508,0.093813,0.67993,0.0,0.0,8,1.0,600,1
52,1,0,0,1.0,21,8,0,21,1226,1.296812,0.347987,1.644799,0.093813,0.737022,0.0,0.0,8,1.0,600,1
53,1,0,0,1.0,23,7,0,23,1249,1.261059,0.447421,1.70848,0.093813,0.789214,0.0,0.0,8,1.0,600,1
54,2,0,0,1.0,22,8,0,22,1271,1.213676,0.434761,1.648437,0.093813,0.748976,0.0,0.0,8,1.0,600,1
55,2,0,0,1.0,26,7,0,26,1297,1.225473,0.373654,1.599127,0.093813,0.72666,0.0,0.0,8,1.0,600,1
56,2,0,0,1.0,26,8,0,26,1323,1.291049,0.35623,1.647279,0.093813,0.768075,0.0,0.0,8,1.0,600,1
57,2,0,0,1.0,12,4,0,12,1335,1.329477,0.384697,1.714174,0.093813,0.65345,0.0,0.0,8,1.0,600,1
58,2,0,0,1.0,22,7,0,22,1357,1.312275,0.398835,1.71111,0.093813,0.737745,0.0,0.0,8,1.0,600,1
59,1,0,0,1.0,17,6,0,17,1374,1.301336,0.325764,1.6271,0.093813,0.748208,0.0,0.0,8,1.0,600,1
60,1,0,0,1.0,17,6,0,17,1391,1.168946,0.37732,1.546265,0.093813,0.712953,0.0,0.0,8,1.0,600,1
61,1,0,0,1.0,17,6,0,17,1408,1.271289,0.341633,1.612922,0.093813,0.780615,0.0,0.0,8,1.0,600,1
62,1,0,0,1.0,19,7,0,19,1427,1.345424,0.389796,1.73522,0.093813,0.752043,0.0,0.0,8,1.0,600,1
63,,1,0,0.3,70,8,0,70,1497,1.338562,0.376513,1.715075,0.093813,0.770403,0.0,0.0,8,1.0,600,1
64,2,0,0,1.0,38,8,0,38,1535,1.234576,0.29931,1.533886,0.093813,0.770626,0.0,0.0,8,1.0,600,1
65,1,0,0,1.0,15,6,0,15,1550,1.297665,0.387732,1.685396,0.093813,0.621369,0.0,0.0,8,1.0,600,1
66,2,0,0,1.0,26,7,0,26,1576,1.319924,0.27936,1.599284,0.093813,0.769809,0.0,0.0,8,1.0,600,1
67,2,0,0,1.0,18,8,0,18,1594,1.30432,0.325326,1.629646,0.093813,0.731775,0.0,0.0,8,1.0,600,1
68,1,0,0,1.0,19,7,0,19,1613,1.215307,0.390904,1.60621,0.093813,0.64555,0.0,0.0,8,1.0,600,1
69,1,0,0,1.0,5,1,0,5,1618,1.354668,0.21504,1.569708,0.093813,0.810017,1.0,0.0,8,1.0,600,1
70,2,0,0,1.0,24,8,0,24,1642,1.206659,0.311306,1.517965,0.093813,0.836255,0.0,0.0,8,1.0,600,1
71,1,0,0,1.0,23,7,0,23,1665,1.248096,0.298595,1.54669,0.093813,0.675256,0.0,0.0,8,1.0,600,1
72,1,0,0,1.0,15,7,0,15,1680,1.226912,0.365834,1.592745,0.093813,0.710629,0.0,0.0,8,1.0,600,1
73,2,0,0,1.0,20,5,0,20,1700,1.262989,0.280632,1.54362,0.093813,0.663022,0.0,0.0,8,1.0,600,1
74,1,0,0,1.0,21,8,0,21,1721,1.268818,0.336248,1.605065,0.093813,0.841084,0.0,0.0,8,1.0,600,1
75,2,0,0,1.0,16,7,0,16,1737,1.167725,0.253913,1.421637,0.093813,0.720159,0.0,0.0,8,1.0,600,1
76,2,0,0,1.0,18,8,0,18,1755,1.109665,0.308131,1.417796,0.093813,0.794658,0.0,0.0,8,1.0,600,1
77,2,0,0,1.0,26,8,0,26,1781,1.318332,0.380501,1.698834,0.093813,0.832156,0.0,0.0,8,1.0,600,1
78,2,0,0,1.0,28,8,0,28,1809,1.311344,0.496383,1.807727,0.093813,0.80533,0.0,0.0,8,1.0,600,1
79,2,0,0,1.0,18,6,0,18,1827,1.371549,0.286284,1.657833,0.093813,0.794751,0.0,0.0,8,1.0,600,1
80,2,0,0,1.0,18,8,0,18,1845,1.285715,0.349346,1.635061,0.093813,0.744945,0.0,0.0,8,1.0,600,1
81,1,0,0,1.0,13,7,0,13,1858,1.28547,0.317064,1.602534,0.093813,0.670091,0.0,0.0,8,1.0,600,1
82,2,0,0,1.0,32,8,0,32,1890,1.319962,0.372656,1.692618,0.093813,0.746348,0.0,0.0,8,1.0,600,1
83,1,0,0,1.0,23,8,0,23,1913,1.132577,0.380224,1.512802,0.093813,0.748929,0.0,0.0,8,1.0,600,1
84,2,0,0,1.0,22,7,0,22,1935,1.331498,0.349955,1.681453,0.093813,0.751859,0.0,0.0,8,1.0,600,1
85,2,0,0,1.0,20,7,0,20,1955,1.241463,0.357207,1.59867,0.093813,0.706678,0.0,0.0,8,1.0,600,1
86,1,0,0,1.0,13,7,0,13,1968,1.286638,0.383997,1.670635,0.093813,0.654681,0.0,0.0,8,1.0,600,1
87,1,0,0,1.0,23,6,0,23,1991,1.053989,0.344878,1.398867,0.093813,0.778108,0.0,0.0,8,1.0,600,1
88,1,0,0,1.0,5,1,0,5,1996,1.311336,0.335121,1.646458,0.093813,0.829382,1.0,0.0,8,1.0,600,1
89,1,0,0,1.0,37,8,0,37,2033,1.330592,0.347264,1.677856,0.093813,0.78807,0.0,0.0,8,1.0,600,1
90,2,0,0,1.0,18,7,0,18,2051,1.356343,0.280243,1.636587,0.093813,0.722964,0.0,0.0,8,1.0,600,1
91,2,0,0,1.0,20,7,0,20,2071,1.248544,0.363741,1.612285,0.093813,0.693239,0.0,0.0,8,1.0,600,1
92,2,0,0,1.0,16,7,0,16,2087,1.377199,0.332852,1.710051,0.093813,0.683326,0.0,0.0,8,1.0,600,1
93,2,0,0,1.0,16,7,0,16,2103,1.274563,0.2769,1.551463,0.093813,0.705029,0.0,0.0,8,1.0,600,1
94,1,0,0,1.0,23,8,0,23,2126,1.315972,0.327391,1.643363,0.093813,0.749437,0.0,0.0,8,1.0,600,1
95,2,0,0,1.0,20,7,0,20,2146,1.323205,0.388511,1.711716,0.093813,0.71803,0.0,0.0,8,1.0,600,1
96,1,0,0,1.0,27,7,0,27,2173,1.293324,0.402358,1.695682,0.093813,0.80554,0.0,0.0,8,1.0,600,1
97,1,0,0,1.0,21,6,0,21,2194,1.281466,0.331327,1.612794,0.093813,0.76429,0.0,0.0,8,1.0,600,1
98,1,0,0,1.0,15,7,0,15,2209,1.276374,0.255179,1.531554,0.093813,0.70818,0.0,0.0,8,1.0,600,1
99,1,0,0,1.0,9,5,0,9,2218,1.257085,0.385062,1.642147,0.093813,0.78223,0.0,0.0,8,1.0,600,1
100,1,0,0,1.0,19,7,0,19,2237,1.420576,0.330972,1.751548,0.093813,0.793428,0.0,0.0,8,1.0,600,1
101,2,0,0,1.0,16,7,0,16,2253,1.384982,0.322258,1.70724,0.093813,0.708264,0.0,0.0,8,1.0,600,1
102,2,0,0,1.0,16,8,0,16,2269,1.22148,0.286705,1.508185,0.093813,0.722141,0.0,0.0,8,1.0,600,1
103,1,0,0,1.0,17,8,0,17,2286,1.258453,0.354631,1.613084,0.093813,0.698223,0.0,0.0,8,1.0,600,1
104,2,0,0,1.0,16,6,0,16,2302,1.445246,0.311798,1.757044,0.093813,0.696786,0.0,0.0,8,1.0,600,1
105,1,0,0,1.0,29,8,0,29,2331,1.346282,0.364403,1.710686,0.093813,0.800702,0.0,0.0,8,1.0,600,1
106,1,0,0,1.0,13,6,0,13,2344,1.141151,0.325744,1.466895,0.093813,0.705535,0.0,0.0,8,1.0,600,1
107,2,0,0,1.0,16,6,0,16,2360,1.190853,0.36724,1.558093,0.093813,0.76346,0.0,0.0,8,1.0,600,1
108,2,0,0,1.0,20,7,0,20,2380,1.259413,0.313964,1.573377,0.093813,0.715359,0.0,0.0,8,1.0,600,1
109,2,0,0,1.0,18,8,0,18,2398,1.153423,0.358162,1.511585,0.093813,0.789742,0.0,0.0,8,1.0,600,1
110,1,0,0,1.0,17,6,0,17,2415,1.32701,0.331727,1.658737,0.093813,0.664048,0.0,0.0,8,1.0,600,1
111,1,0,0,1.0,13,4,0,13,2428,1.413913,0.335683,1.749595,0.093813,0.681906,0.0,0.0,8,1.0,600,1
112,2,0,0,1.0,16,6,0,16,2444,1.285785,0.325459,1.611243,0.093813,0.785893,0.0,0.0,8,1.0,600,1
113,2,0,0,1.0,22,8,0,22,2466,1.216672,0.378359,1.59503,0.093813,0.808013,0.0,0.0,8,1.0,600,1
114,2,0,0,1.0,16,5,0,16,2482,1.309954,0.27239,1.582344,0.093813,0.775668,0.0,0.0,8,1.0,600,1
115,1,0,0,1.0,19,8,0,19,2501,1.204343,0.357425,1.561768,0.093813,0.709779,0.0,0.0,8,1.0,600,1
116,2,0,0,1.0,26,8,0,26,2527,1.452565,0.340199,1.792765,0.093813,0.776101,0.0,0.0,8,1.0,600,1
117,2,0,0,1.0,22,8,0,22,2549,1.289627,0.299734,1.589361,0.093813,0.747534,0.0,0.0,8,1.0,600,1
118,1,0,0,1.0,17,6,0,17,2566,1.243499,0.404783,1.648282,0.093813,0.674948,0.0,0.0,8,1.0,600,1
119,2,0,0,1.0,24,8,0,24,2590,1.160941,0.343096,1.504037,0.093813,0.788119,0.0,0.0,8,1.0,600,1
120,2,0,0,1.0,20,8,0,20,2610,1.266232,0.29374,1.559972,0.093813,0.721619,0.0,0.0,8,1.0,600,1
121,2,0,0,1.0,16,6,0,16,2626,1.427381,0.372134,1.799515,0.093813,0.716298,0.0,0.0,8,1.0,600,1
122,2,1,1,0.3,70,8,0,70,2696,1.334029,0.32216,1.656189,0.093813,0.888242,0.0,0.0,8,1.0,600,1
123,2,0,0,1.0,24,6,0,24,2720,1.315769,0.425784,1.741553,0.093813,0.783876,0.0,0.0,8,1.0,600,1
124,2,0,0,1.0,26,7,0,26,2746,1.221049,0.340363,1.561411,0.093813,0.771542,0.0,0.0,8,1.0,600,1
125,2,0,0,1.0,18,8,0,18,2764,1.300427,0.411675,1.712102,0.093813,0.7532,0.0,0.0,8,1.0,600,1
126,2,0,0,1.0,28,8,0,28,2792,1.300192,0.401587,1.70178,0.093813,0.807179,0.0,0.0,8,1.0,600,1
127,2,0,0,1.0,18,8,0,18,2810,1.315817,0.33313,1.648947,0.093813,0.736784,0.0,0.0,8,1.0,600,1
128,1,0,0,1.0,19,6,0,19,2829,1.134765,0.464961,1.599725,0.093813,0.689307,0.0,0.0,8,1.0,600,1
129,1,0,0,1.0,19,7,0,19,2848,1.406928,0.360352,1.76728,0.093813,0.706177,0.0,0.0,8,1.0,600,1
130,1,0,0,1.0,17,6,0,17,2865,1.310903,0.335725,1.646628,0.093813,0.747717,0.0,0.0,8,1.0,600,1
131,1,0,0,1.0,19,8,0,19,2884,1.268691,0.286053,1.554744,0.093813,0.79334,0.0,0.0,8,1.0,600,1
132,1,0,0,1.0,19,7,0,19,2903,1.147658,0.4165,1.564157,0.093813,0.683244,0.0,0.0,8,1.0,600,1
133,1,0,0,1.0,17,7,0,17,2920,1.287281,0.463262,1.750543,0.093813,0.702838,0.0,0.0,8,1.0,600,1
134,2,0,0,1.0,6,1,0,6,2926,1.495531,0.348039,1.843571,0.093813,0.796884,1.0,0.0,8,1.0,600,1
135,2,0,0,1.0,26,8,0,26,2952,1.324257,0.395151,1.719408,0.093813,0.800693,0.0,0.0,8,1.0,600,1
136,1,0,0,1.0,23,7,0,23,2975,1.201777,0.41297,1.614746,0.093813,0.662191,0.0,0.0,8,1.0,600,1
137,2,0,0,1.0,16,7,0,16,2991,1.398538,0.387526,1.786064,0.093813,0.660789,0.0,0.0,8,1.0,600,1
138,2,0,0,1.0,20,7,0,20,3011,1.194353,0.35951,1.553862,0.093813,0.758347,0.0,0.0,8,1.0,600,1
139,1,0,0,1.0,23,8,0,23,3034,1.284648,0.43439,1.719038,0.093813,0.753139,0.0,0.0,8,1.0,600,1
140,2,0,0,1.0,20,7,0,20,3054,1.278295,0.368115,1.64641,0.093813,0.7202,0.0,0.0,8,1.0,600,1
141,1,0,0,1.0,23,7,0,23,3077,1.129684,0.352799,1.482483,0.093813,0.712564,0.0,0.0,8,1.0,600,1
142,2,0,0,1.0,8,4,0,8,3085,1.243777,0.308973,1.55275,0.093813,0.79278,1.0,0.0,8,1.0,600,1
143,2,0,0,1.0,20,8,0,20,3105,1.344782,0.339241,1.684022,0.093813,0.79399,0.0,0.0,8,1.0,600,1
144,2,0,0,1.0,22,8,0,22,3127,1.252734,0.334704,1.587438,0.093813,0.819775,0.0,0.0,8,1.0,600,1
145,1,0,0,1.0,19,7,0,19,3146,1.323133,0.416308,1.739441,0.093813,0.729901,0.0,0.0,8,1.0,600,1
146,2,0,0,1.0,22,8,0,22,3168,1.26701,0.373772,1.640782,0.093813,0.696616,0.0,0.0,8,1.0,600,1
147,2,0,0,1.0,20,8,0,20,3188,1.409685,0.492892,1.902577,0.093813,0.783389,0.0,0.0,8,1.0,600,1
148,2,0,0,1.0,20,8,0,20,3208,1.196992,0.304264,1.501256,0.093813,0.734641,0.0,0.0,8,1.0,600,1
149,1,0,0,1.0,19,7,0,19,3227,1.193588,0.429328,1.622916,0.093813,0.715666,0.0,0.0,8,1.0,600,1
150,1,0,0,1.0,27,7,0,27,3254,1.315337,0.405679,1.721016,0.093813,0.681197,0.0,0.0,8,1.0,600,1
151,1,0,0,1.0,13,7,0,13,3267,1.393341,0.448848,1.842189,0.093813,0.751766,0.0,0.0,8,1.0,600,1
152,2,0,0,1.0,16,6,0,16,3283,1.259962,0.434063,1.694026,0.093813,0.740505,0.0,0.0,8,1.0,600,1
153,2,0,0,1.0,22,8,0,22,3305,1.397772,0.456732,1.854505,0.093813,0.792381,0.0,0.0,8,1.0,600,1
154,2,0,0,1.0,22,8,0,22,3327,1.351013,0.343422,1.694434,0.093813,0.792609,0.0,0.0,8,1.0,600,1
155,2,0,0,1.0,22,7,0,22,3349,1.180076,0.285345,1.465421,0.093813,0.641827,0.0,0.0,8,1.0,600,1
156,2,1,1,0.3,70,8,0,70,3419,1.456082,0.334831,1.790912,0.093813,0.715264,0.0,0.0,8,1.0,600,1
157,1,0,0,1.0,17,8,0,17,3436,1.313228,0.386024,1.699252,0.093813,0.74811,0.0,0.0,8,1.0,600,1
158,2,0,0,1.0,20,8,0,20,3456,1.333942,0.496367,1.830309,0.093813,0.681469,0.0,0.0,8,1.0,600,1
159,1,0,0,1.0,21,8,0,21,3477,1.513126,0.437648,1.950775,0.093813,0.793783,0.0,0.0,8,1.0,600,1
160,1,0,0,1.0,17,7,0,17,3494,1.219513,0.448603,1.668116,0.093813,0.680742,0.0,0.0,8,1.0,600,1
161,2,0,0,1.0,22,8,0,22,3516,1.274016,0.431026,1.705042,0.093813,0.707998,0.0,0.0,8,1.0,600,1
162,2,0,0,1.0,16,5,0,16,3532,1.155919,0.445599,1.601518,0.093813,0.690422,0.0,0.0,8,1.0,600,1
163,1,0,0,1.0,13,5,0,13,3545,1.331002,0.385283,1.716284,0.093813,0.64017,0.0,0.0,8,1.0,600,1
164,1,0,0,1.0,19,7,0,19,3564,1.308857,0.380537,1.689394,0.093813,0.725595,0.0,0.0,8,1.0,600,1
165,2,0,0,1.0,16,8,0,16,3580,1.296669,0.370513,1.667182,0.093813,0.774416,0.0,0.0,8,1.0,600,1
166,1,0,0,1.0,11,6,0,11,3591,1.395406,0.428465,1.823871,0.093813,0.695401,0.0,0.0,8,1.0,600,1
167,2,0,0,1.0,24,8,0,24,3615,1.329616,0.315553,1.645169,0.093813,0.73574,0.0,0.0,8,1.0,600,1
168,2,0,0,1.0,14,5,0,14,3629,1.25423,0.311839,1.566069,0.093813,0.68352,0.0,0.0,8,1.0,600,1
169,1,0,0,1.0,19,7,0,19,3648,1.484456,0.410647,1.895102,0.093813,0.776733,0.0,0.0,8,1.0,600,1
170,2,0,0,1.0,20,8,0,20,3668,1.321368,0.435852,1.75722,0.093813,0.84616,0.0,0.0,8,1.0,600,1
171,1,0,0,1.0,17,8,0,17,3685,1.224316,0.386585,1.610901,0.093813,0.773544,0.0,0.0,8,1.0,600,1
172,1,0,0,1.0,21,8,0,21,3706,1.291274,0.386682,1.677956,0.093813,0.671357,0.0,0.0,8,1.0,600,1
173,2,0,0,1.0,30,8,0,30,3736,1.343585,0.458879,1.802464,0.093813,0.672677,0.0,0.0,8,1.0,600,1
174,1,0,0,1.0,7,3,0,7,3743,1.397882,0.379625,1.777507,0.093813,0.752206,1.0,0.0,8,1.0,600,1
175,2,0,0,1.0,22,8,0,22,3765,1.233095,0.409757,1.642852,0.093813,0.727349,0.0,0.0,8,1.0,600,1
176,2,0,0,1.0,20,7,0,20,3785,1.176848,0.343506,1.520354,0.093813,0.756594,0.0,0.0,8,1.0,600,1
177,2,0,0,1.0,18,7,0,18,3803,1.322243,0.498288,1.820531,0.093813,0.739659,0.0,0.0,8,1.0,600,1
178,1,0,0,1.0,21,8,0,21,3824,1.42238,0.404243,1.826623,0.093813,0.791955,0.0,0.0,8,1.0,600,1
179,2,0,0,1.0,28,8,0,28,3852,1.2013,0.298656,1.499956,0.093813,0.808013,0.0,0.0,8,1.0,600,1
180,2,0,0,1.0,24,7,0,24,3876,1.280281,0.348643,1.628924,0.093813,0.78805,0.0,0.0,8,1.0,600,1
181,2,0,0,1.0,16,7,0,16,3892,1.354039,0.388467,1.742506,0.093813,0.585142,0.0,0.0,8,1.0,600,1
182,1,1,1,0.3,70,8,0,70,3962,1.208683,0.438376,1.647059,0.093813,0.790842,0.0,0.0,8,1.0,600,1
183,2,0,0,1.0,22,7,0,22,3984,1.313292,0.344687,1.65798,0.093813,0.771817,0.0,0.0,8,1.0,600,1
184,2,0,0,1.0,18,7,0,18,4002,1.381483,0.447821,1.829304,0.093813,0.76637,0.0,0.0,8,1.0,600,1
185,2,0,0,1.0,32,7,0,32,4034,1.212289,0.406846,1.619135,0.093813,0.683013,0.0,0.0,8,1.0,600,1
186,2,0,0,1.0,22,7,0,22,4056,1.4131,0.31166,1.72476,0.093813,0.774928,0.0,0.0,8,1.0,600,1
187,2,0,0,1.0,16,6,0,16,4072,1.25561,0.421254,1.676864,0.093813,0.716611,0.0,0.0,8,1.0,600,1
188,1,0,0,1.0,9,5,0,9,4081,1.231057,0.288907,1.519965,0.093813,0.62493,0.0,0.0,8,1.0,600,1
189,2,1,1,0.3,70,7,0,70,4151,1.320638,0.426376,1.747014,0.093813,0.832507,0.0,0.0,8,1.0,600,1
190,2,0,0,1.0,24,7,0,24,4175,1.294654,0.351988,1.646642,0.093813,0.829368,0.0,0.0,8,1.0,600,1
191,2,0,0,1.0,22,7,0,22,4197,1.334284,0.358865,1.693148,0.093813,0.729018,0.0,0.0,8,1.0,600,1
192,1,0,0,1.0,19,7,0,19,4216,1.204925,0.325975,1.5309,0.093813,0.750461,0.0,0.0,8,1.0,600,1
193,2,0,0,1.0,16,8,0,16,4232,1.367113,0.322009,1.689122,0.093813,0.739775,0.0,0.0,8,1.0,600,1
194,2,0,0,1.0,20,7,0,20,4252,1.350032,0.340508,1.690541,0.093813,0.733139,0.0,0.0,8,1.0,600,1
195,2,0,0,1.0,24,8,0,24,4276,1.189577,0.373521,1.563098,0.093813,0.760225,0.0,0.0,8,1.0,600,1
196,2,0,0,1.0,22,8,0,22,4298,1.375152,0.418357,1.793508,0.093813,0.774548,0.0,0.0,8,1.0,600,1
197,2,0,0,1.0,18,6,0,18,4316,1.343372,0.413821,1.757193,0.093813,0.719069,0.0,0.0,8,1.0,600,1
198,2,0,0,1.0,64,8,0,64,4380,1.40411,0.337565,1.741675,0.093813,0.697412,0.0,0.0,8,1.0,600,1
199,2,0,0,1.0,28,7,0,28,4408,1.292321,0.350331,1.642652,0.093813,0.76425,0.0,0.0,8,1.0,600,1
200,2,0,0,1.0,14,7,0,14,4422,1.380157,0.356782,1.736939,0.093813,0.648342,0.0,0.0,8,1.0,600,1
201,1,0,0,1.0,13,5,0,13,4435,1.283799,0.38516,1.668959,0.093813,0.685116,0.0,0.0,8,1.0,600,1
202,1,0,0,1.0,19,6,0,19,4454,1.274717,0.383485,1.658201,0.093813,0.76944,0.0,0.0,8,1.0,600,1
203,2,0,0,1.0,20,7,0,20,4474,1.231725,0.259238,1.490963,0.093813,0.77788,0.0,0.0,8,1.0,600,1
204,2,0,0,1.0,20,8,0,20,4494,1.329273,0.240952,1.570225,0.093813,0.727045,0.0,0.0,8,1.0,600,1
205,1,0,0,1.0,17,6,0,17,4511,1.289713,0.299105,1.588818,0.093813,0.714131,0.0,0.0,8,1.0,600,1
206,2,0,0,1.0,14,8,0,14,4525,1.21011,0.35619,1.5663,0.093813,0.730026,0.0,0.0,8,1.0,600,1
207,2,0,0,1.0,22,8,0,22,4547,1.293929,0.379893,1.673822,0.093813,0.750873,0.0,0.0,8,1.0,600,1
208,2,0,0,1.0,16,5,0,16,4563,1.39345,0.370311,1.763761,0.093813,0.642634,0.0,0.0,8,1.0,600,1
209,1,0,0,1.0,21,7,0,21,4584,1.226225,0.282778,1.509003,0.093813,0.768662,0.0,0.0,8,1.0,600,1
210,1,0,0,1.0,17,7,0,17,4601,1.253263,0.24685,1.500113,0.093813,0.763331,0.0,0.0,8,1.0,600,1
