game,winner,timeout,adjudicated_timeout,target_value_strength,timeout_adjudication_mode,timeout_adjudication_max_value,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
165,2,0,0,1.0,fixed,0.5,16,8,0,16,3424,1.333034,0.438276,1.77131,0.118303,0.705551,0.0,0.0,8,1.0,600,1
166,2,0,0,1.0,fixed,0.5,22,8,0,22,3446,1.308748,0.379486,1.688234,0.118303,0.691455,0.0,0.0,8,1.0,600,1
167,2,0,0,1.0,fixed,0.5,24,8,0,24,3470,1.352049,0.449934,1.801983,0.118303,0.663606,0.0,0.0,8,1.0,600,1
168,1,0,0,1.0,fixed,0.5,19,7,0,19,3489,1.219202,0.307015,1.526217,0.118303,0.671294,0.0,0.0,8,1.0,600,1
169,1,0,0,1.0,fixed,0.5,15,7,0,15,3504,1.462369,0.400928,1.863298,0.118303,0.648525,0.0,0.0,8,1.0,600,1
170,2,0,0,1.0,fixed,0.5,16,7,0,16,3520,1.259791,0.506483,1.766273,0.118303,0.661728,0.0,0.0,8,1.0,600,1
171,1,0,0,1.0,fixed,0.5,19,6,0,19,3539,1.384482,0.42097,1.805452,0.118303,0.694051,0.0,0.0,8,1.0,600,1
172,1,0,0,1.0,fixed,0.5,15,8,0,15,3554,1.277224,0.48615,1.763374,0.118303,0.705064,0.0,0.0,8,1.0,600,1
173,1,0,0,1.0,fixed,0.5,21,6,0,21,3575,1.322885,0.402548,1.725433,0.118303,0.734955,0.0,0.0,8,1.0,600,1
174,2,0,0,1.0,fixed,0.5,22,8,0,22,3597,1.439824,0.408021,1.847845,0.118303,0.72014,0.0,0.0,8,1.0,600,1
175,2,0,0,1.0,fixed,0.5,14,8,0,14,3611,1.37822,0.368497,1.746717,0.118303,0.737539,0.0,0.0,8,1.0,600,1
176,1,0,0,1.0,fixed,0.5,15,7,0,15,3626,1.400636,0.394908,1.795543,0.118303,0.650195,0.0,0.0,8,1.0,600,1
177,2,0,0,1.0,fixed,0.5,8,3,0,8,3634,1.248909,0.277075,1.525983,0.118303,0.676336,1.0,0.0,8,1.0,600,1
178,1,0,0,1.0,fixed,0.5,15,7,0,15,3649,1.370782,0.391799,1.762581,0.118303,0.668002,0.0,0.0,8,1.0,600,1
179,1,0,0,1.0,fixed,0.5,15,8,0,15,3664,1.311601,0.390317,1.701917,0.118303,0.719644,0.0,0.0,8,1.0,600,1
180,1,0,0,1.0,fixed,0.5,19,7,0,19,3683,1.295736,0.431984,1.72772,0.118303,0.688692,0.0,0.0,8,1.0,600,1
181,1,0,0,1.0,fixed,0.5,15,8,0,15,3698,1.330808,0.280544,1.611352,0.118303,0.717195,0.0,0.0,8,1.0,600,1
182,1,0,0,1.0,fixed,0.5,19,7,0,19,3717,1.333661,0.408531,1.742192,0.118303,0.751779,0.0,0.0,8,1.0,600,1
183,1,0,0,1.0,fixed,0.5,19,7,0,19,3736,1.453053,0.387341,1.840394,0.118303,0.671294,0.0,0.0,8,1.0,600,1
184,2,0,0,1.0,fixed,0.5,18,7,0,18,3754,1.291888,0.38104,1.672928,0.118303,0.722037,0.0,0.0,8,1.0,600,1
185,2,0,0,1.0,fixed,0.5,32,8,0,32,3786,1.298905,0.411582,1.710487,0.118303,0.65818,0.0,0.0,8,1.0,600,1
186,1,0,0,1.0,fixed,0.5,15,8,0,15,3801,1.376066,0.382644,1.758711,0.118303,0.699944,0.0,0.0,8,1.0,600,1
187,2,0,0,1.0,fixed,0.5,20,8,0,20,3821,1.236538,0.43268,1.669218,0.118303,0.719449,0.0,0.0,8,1.0,600,1
188,2,0,0,1.0,fixed,0.5,22,8,0,22,3843,1.333606,0.367616,1.701222,0.118303,0.711034,0.0,0.0,8,1.0,600,1
189,1,0,0,1.0,fixed,0.5,17,5,0,17,3860,1.377761,0.462002,1.839763,0.118303,0.65246,0.0,0.0,8,1.0,600,1
190,1,0,0,1.0,fixed,0.5,9,4,0,9,3869,1.311149,0.321176,1.632325,0.118303,0.734929,0.0,0.0,8,1.0,600,1
191,2,0,0,1.0,fixed,0.5,30,8,0,30,3899,1.341881,0.35435,1.696231,0.118303,0.658653,0.0,0.0,8,1.0,600,1
192,2,0,0,1.0,fixed,0.5,18,6,0,18,3917,1.317317,0.330846,1.648163,0.118303,0.697922,0.0,0.0,8,1.0,600,1
193,1,0,0,1.0,fixed,0.5,23,8,0,23,3940,1.375129,0.336314,1.711443,0.118303,0.713653,0.0,0.0,8,1.0,600,1
194,1,0,0,1.0,fixed,0.5,23,7,0,23,3963,1.369812,0.298709,1.668521,0.118303,0.666255,0.0,0.0,8,1.0,600,1
195,1,0,0,1.0,fixed,0.5,7,2,0,7,3970,1.414175,0.359366,1.773541,0.118303,0.737896,1.0,0.0,8,1.0,600,1
196,1,0,0,1.0,fixed,0.5,19,6,0,19,3989,1.216758,0.475238,1.691996,0.118303,0.638696,0.0,0.0,8,1.0,600,1
197,1,0,0,1.0,fixed,0.5,15,6,0,15,4004,1.396751,0.38517,1.78192,0.118303,0.589538,0.0,0.0,8,1.0,600,1
198,1,0,0,1.0,fixed,0.5,15,8,0,15,4019,1.312805,0.338098,1.650903,0.118303,0.708848,0.0,0.0,8,1.0,600,1
199,2,0,0,1.0,fixed,0.5,16,7,0,16,4035,1.291027,0.426042,1.717069,0.118303,0.648685,0.0,0.0,8,1.0,600,1
200,1,0,0,1.0,fixed,0.5,19,8,0,19,4054,1.32792,0.417237,1.745157,0.118303,0.654336,0.0,0.0,8,1.0,600,1
201,1,0,0,1.0,fixed,0.5,19,7,0,19,4073,1.338782,0.462047,1.800829,0.118303,0.688164,0.0,0.0,8,1.0,600,1
202,1,0,0,1.0,fixed,0.5,21,8,0,21,4094,1.316956,0.379748,1.696704,0.118303,0.672788,0.0,0.0,8,1.0,600,1
203,2,0,0,1.0,fixed,0.5,16,7,0,16,4110,1.386173,0.262098,1.648272,0.118303,0.672266,0.0,0.0,8,1.0,600,1
204,1,0,0,1.0,fixed,0.5,19,7,0,19,4129,1.310992,0.350793,1.661785,0.118303,0.706704,0.0,0.0,8,1.0,600,1
205,1,0,0,1.0,fixed,0.5,13,6,0,13,4142,1.290083,0.384764,1.674847,0.118303,0.616797,0.0,0.0,8,1.0,600,1
206,1,0,0,1.0,fixed,0.5,17,6,0,17,4159,1.316575,0.320705,1.63728,0.118303,0.664343,0.0,0.0,8,1.0,600,1
207,1,0,0,1.0,fixed,0.5,13,5,0,13,4172,1.319695,0.421597,1.741292,0.118303,0.546552,0.0,0.0,8,1.0,600,1
208,2,0,0,1.0,fixed,0.5,8,3,0,8,4180,1.37781,0.384619,1.762429,0.118303,0.833264,1.0,0.0,8,1.0,600,1
209,1,0,0,1.0,fixed,0.5,19,7,0,19,4199,1.454567,0.425447,1.880015,0.118303,0.624989,0.0,0.0,8,1.0,600,1
210,1,0,0,1.0,fixed,0.5,15,8,0,15,4214,1.435377,0.336227,1.771604,0.118303,0.709961,0.0,0.0,8,1.0,600,1
211,2,0,0,1.0,fixed,0.5,20,7,0,20,4234,1.349108,0.407072,1.756181,0.118303,0.609766,0.0,0.0,8,1.0,600,1
212,1,0,0,1.0,fixed,0.5,19,7,0,19,4253,1.286056,0.320791,1.606847,0.118303,0.720148,0.0,0.0,8,1.0,600,1
213,1,0,0,1.0,fixed,0.5,29,8,0,29,4282,1.426617,0.337823,1.76444,0.118303,0.768868,0.0,0.0,8,1.0,600,1
214,2,0,0,1.0,fixed,0.5,22,8,0,22,4304,1.430531,0.372145,1.802675,0.118303,0.666793,0.0,0.0,8,1.0,600,1
215,1,0,0,1.0,fixed,0.5,17,6,0,17,4321,1.398254,0.402764,1.801018,0.118303,0.56339,0.0,0.0,8,1.0,600,1
216,2,0,0,1.0,fixed,0.5,18,8,0,18,4339,1.431972,0.379183,1.811156,0.118303,0.716379,0.0,0.0,8,1.0,600,1
217,1,0,0,1.0,fixed,0.5,23,8,0,23,4362,1.468902,0.46953,1.938431,0.118303,0.770414,0.0,0.0,8,1.0,600,1
218,1,0,0,1.0,fixed,0.5,15,5,0,15,4377,1.456332,0.460325,1.916656,0.118303,0.706288,0.0,0.0,8,1.0,600,1
219,,1,0,0.3,fixed,0.5,70,8,0,70,4447,1.320458,0.342161,1.662619,0.118303,0.758645,0.0,0.0,8,1.0,600,1
220,1,0,0,1.0,fixed,0.5,19,7,0,19,4466,1.284905,0.450201,1.735106,0.118303,0.575521,0.0,0.0,8,1.0,600,1
221,2,0,0,1.0,fixed,0.5,22,8,0,22,4488,1.376912,0.432278,1.80919,0.118303,0.662695,0.0,0.0,8,1.0,600,1
222,1,0,0,1.0,fixed,0.5,23,8,0,23,4511,1.454121,0.406363,1.860484,0.118303,0.767438,0.0,0.0,8,1.0,600,1
223,2,0,0,1.0,fixed,0.5,22,8,0,22,4533,1.339324,0.442285,1.781609,0.118303,0.673699,0.0,0.0,8,1.0,600,1
224,2,0,0,1.0,fixed,0.5,18,8,0,18,4551,1.342664,0.279456,1.62212,0.118303,0.753664,0.0,0.0,8,1.0,600,1
225,1,0,0,1.0,fixed,0.5,19,7,0,19,4570,1.411942,0.39272,1.804662,0.118303,0.72911,0.0,0.0,8,1.0,600,1
226,1,0,0,1.0,fixed,0.5,19,7,0,19,4589,1.418705,0.380083,1.798788,0.118303,0.71303,0.0,0.0,8,1.0,600,1
227,1,0,0,1.0,fixed,0.5,11,5,0,11,4600,1.250158,0.347612,1.59777,0.118303,0.612233,0.0,0.0,8,1.0,600,1
228,1,0,0,1.0,fixed,0.5,19,8,0,19,4619,1.293639,0.344146,1.637785,0.118303,0.666901,0.0,0.0,8,1.0,600,1
229,1,0,0,1.0,fixed,0.5,23,7,0,23,4642,1.346195,0.327111,1.673306,0.118303,0.620745,0.0,0.0,8,1.0,600,1
230,1,0,0,1.0,fixed,0.5,23,7,0,23,4665,1.310017,0.35393,1.663946,0.118303,0.710895,0.0,0.0,8,1.0,600,1
231,2,0,0,1.0,fixed,0.5,26,8,0,26,4691,1.327961,0.341219,1.66918,0.118303,0.739759,0.0,0.0,8,1.0,600,1
232,2,0,0,1.0,fixed,0.5,26,8,0,26,4717,1.262013,0.36126,1.623273,0.118303,0.712084,0.0,0.0,8,1.0,600,1
233,2,0,0,1.0,fixed,0.5,22,8,0,22,4739,1.361678,0.374276,1.735954,0.118303,0.755198,0.0,0.0,8,1.0,600,1
234,1,0,0,1.0,fixed,0.5,15,7,0,15,4754,1.393415,0.298875,1.69229,0.118303,0.634613,0.0,0.0,8,1.0,600,1
235,1,0,0,1.0,fixed,0.5,19,7,0,19,4773,1.435266,0.332024,1.76729,0.118303,0.735348,0.0,0.0,8,1.0,600,1
236,1,0,0,1.0,fixed,0.5,15,7,0,15,4788,1.296388,0.458566,1.754953,0.118303,0.634725,0.0,0.0,8,1.0,600,1
237,1,0,0,1.0,fixed,0.5,23,8,0,23,4811,1.38212,0.413121,1.795242,0.118303,0.752051,0.0,0.0,8,1.0,600,1
238,1,0,0,1.0,fixed,0.5,15,8,0,15,4826,1.432043,0.453179,1.885222,0.118303,0.712966,0.0,0.0,8,1.0,600,1
239,2,0,0,1.0,fixed,0.5,16,8,0,16,4842,1.30584,0.482051,1.787891,0.118303,0.700751,0.0,0.0,8,1.0,600,1
240,2,0,0,1.0,fixed,0.5,22,7,0,22,4864,1.328686,0.419004,1.747689,0.118303,0.741463,0.0,0.0,8,1.0,600,1
241,2,0,0,1.0,fixed,0.5,18,7,0,18,4882,1.516991,0.479317,1.996308,0.118303,0.725932,0.0,0.0,8,1.0,600,1
242,2,0,0,1.0,fixed,0.5,20,8,0,20,4902,1.237932,0.327513,1.565445,0.118303,0.717863,0.0,0.0,8,1.0,600,1
243,2,0,0,1.0,fixed,0.5,64,8,0,64,4966,1.363745,0.417404,1.781149,0.118303,0.753052,0.0,0.0,8,1.0,600,1
244,1,0,0,1.0,fixed,0.5,19,6,0,19,4985,1.297051,0.398589,1.69564,0.118303,0.611546,0.0,0.0,8,1.0,600,1
245,1,0,0,1.0,fixed,0.5,27,8,0,27,5012,1.454757,0.489623,1.94438,0.118303,0.704198,0.0,0.0,8,1.0,600,1
246,1,1,1,0.3,fixed,0.5,70,8,0,70,5082,1.277939,0.303198,1.581137,0.118303,0.833222,0.0,0.0,8,1.0,600,1
247,2,0,0,1.0,fixed,0.5,18,7,0,18,5100,1.412479,0.426803,1.839282,0.118303,0.769245,0.0,0.0,8,1.0,600,1
248,1,0,0,1.0,fixed,0.5,7,2,0,7,5107,1.405435,0.464581,1.870016,0.118303,0.768424,1.0,0.0,8,1.0,600,1
249,1,0,0,1.0,fixed,0.5,19,7,0,19,5126,1.373061,0.378587,1.751649,0.118303,0.661278,0.0,0.0,8,1.0,600,1
250,2,0,0,1.0,fixed,0.5,20,7,0,20,5146,1.21911,0.335219,1.554329,0.118303,0.705509,0.0,0.0,8,1.0,600,1
251,2,0,0,1.0,fixed,0.5,18,7,0,18,5164,1.370165,0.429995,1.800159,0.118303,0.729735,0.0,0.0,8,1.0,600,1
252,1,0,0,1.0,fixed,0.5,17,6,0,17,5181,1.454936,0.454483,1.909418,0.118303,0.61966,0.0,0.0,8,1.0,600,1
253,2,0,0,1.0,fixed,0.5,18,8,0,18,5199,1.271435,0.457785,1.72922,0.118303,0.698757,0.0,0.0,8,1.0,600,1
254,2,0,0,1.0,fixed,0.5,20,7,0,20,5219,1.394769,0.476398,1.871167,0.118303,0.704925,0.0,0.0,8,1.0,600,1
255,1,0,0,1.0,fixed,0.5,23,8,0,23,5242,1.289626,0.354768,1.644394,0.118303,0.750889,0.0,0.0,8,1.0,600,1
256,1,0,0,1.0,fixed,0.5,17,7,0,17,5259,1.35066,0.391899,1.742559,0.118303,0.669547,0.0,0.0,8,1.0,600,1
257,2,0,0,1.0,fixed,0.5,10,5,0,10,5269,1.409158,0.393911,1.80307,0.118303,0.620033,0.0,0.0,8,1.0,600,1
258,1,0,0,1.0,fixed,0.5,17,6,0,17,5286,1.383226,0.449727,1.832953,0.118303,0.619562,0.0,0.0,8,1.0,600,1
259,1,0,0,1.0,fixed,0.5,17,7,0,17,5303,1.278572,0.400528,1.6791,0.118303,0.688402,0.0,0.0,8,1.0,600,1
260,2,0,0,1.0,fixed,0.5,12,5,0,12,5315,1.260377,0.360151,1.620528,0.118303,0.663328,0.0,0.0,8,1.0,600,1
261,1,0,0,1.0,fixed,0.5,15,8,0,15,5330,1.375875,0.394639,1.770514,0.118303,0.66522,0.0,0.0,8,1.0,600,1
262,2,0,0,1.0,fixed,0.5,22,8,0,22,5352,1.298231,0.290152,1.588383,0.118303,0.724313,0.0,0.0,8,1.0,600,1
263,1,0,0,1.0,fixed,0.5,17,7,0,17,5369,1.250142,0.493658,1.743801,0.118303,0.608858,0.0,0.0,8,1.0,600,1
264,1,0,0,1.0,fixed,0.5,21,8,0,21,5390,1.329088,0.379733,1.708822,0.118303,0.724223,0.0,0.0,8,1.0,600,1
265,1,0,0,1.0,fixed,0.5,9,4,0,9,5399,1.248212,0.33506,1.583272,0.118303,0.569653,0.0,0.0,8,1.0,600,1
266,1,0,0,1.0,fixed,0.5,23,7,0,23,5422,1.286549,0.430775,1.717324,0.118303,0.682224,0.0,0.0,8,1.0,600,1
267,2,0,0,1.0,fixed,0.5,22,8,0,22,5444,1.19559,0.398439,1.59403,0.118303,0.72659,0.0,0.0,8,1.0,600,1
268,2,0,0,1.0,fixed,0.5,18,7,0,18,5462,1.322891,0.293063,1.615953,0.118303,0.712948,0.0,0.0,8,1.0,600,1
269,2,0,0,1.0,fixed,0.5,20,6,0,20,5482,1.250553,0.361017,1.61157,0.118303,0.662437,0.0,0.0,8,1.0,600,1
270,2,0,0,1.0,fixed,0.5,14,8,0,14,5496,1.389904,0.264567,1.654471,0.118303,0.668972,0.0,0.0,8,1.0,600,1
271,1,0,0,1.0,fixed,0.5,23,7,0,23,5519,1.289265,0.248077,1.537342,0.118303,0.620745,0.0,0.0,8,1.0,600,1
272,1,0,0,1.0,fixed,0.5,19,7,0,19,5538,1.350107,0.367538,1.717645,0.118303,0.717336,0.0,0.0,8,1.0,600,1
273,1,0,0,1.0,fixed,0.5,23,7,0,23,5561,1.312258,0.275177,1.587435,0.118303,0.743486,0.0,0.0,8,1.0,600,1
274,1,0,0,1.0,fixed,0.5,41,7,0,41,5602,1.400607,0.350395,1.751002,0.118303,0.734639,0.0,0.0,8,1.0,600,1
275,2,0,0,1.0,fixed,0.5,26,7,0,26,5628,1.32375,0.373026,1.696776,0.118303,0.708938,0.0,0.0,8,1.0,600,1
276,1,1,1,0.3,fixed,0.5,70,8,0,70,5698,1.314265,0.44769,1.761955,0.118303,0.699261,0.0,0.0,8,1.0,600,1
277,1,0,0,1.0,fixed,0.5,19,7,0,19,5717,1.288407,0.334985,1.623391,0.118303,0.718039,0.0,0.0,8,1.0,600,1
278,1,0,0,1.0,fixed,0.5,23,8,0,23,5740,1.361602,0.529736,1.891338,0.118303,0.744719,0.0,0.0,8,1.0,600,1
279,1,0,0,1.0,fixed,0.5,19,7,0,19,5759,1.358007,0.42795,1.785956,0.118303,0.677445,0.0,0.0,8,1.0,600,1
280,1,0,0,1.0,fixed,0.5,17,6,0,17,5776,1.348498,0.450614,1.799112,0.118303,0.670922,0.0,0.0,8,1.0,600,1
281,1,0,0,1.0,fixed,0.5,7,3,0,7,5783,1.342872,0.388995,1.731867,0.118303,0.718579,1.0,0.0,8,1.0,600,1
282,1,0,0,1.0,fixed,0.5,11,6,0,11,5794,1.38838,0.382577,1.770958,0.118303,0.561542,0.0,0.0,8,1.0,600,1
283,1,0,0,1.0,fixed,0.5,23,8,0,23,5817,1.300941,0.325377,1.626318,0.118303,0.714306,0.0,0.0,8,1.0,600,1
284,2,0,0,1.0,fixed,0.5,18,8,0,18,5835,1.289959,0.389407,1.679365,0.118303,0.650807,0.0,0.0,8,1.0,600,1
285,2,0,0,1.0,fixed,0.5,14,8,0,14,5849,1.318889,0.385212,1.704102,0.118303,0.656093,0.0,0.0,8,1.0,600,1
286,2,0,0,1.0,fixed,0.5,16,7,0,16,5865,1.371639,0.514068,1.885707,0.118303,0.693134,0.0,0.0,8,1.0,600,1
287,2,0,0,1.0,fixed,0.5,22,8,0,22,5887,1.200769,0.511752,1.712522,0.118303,0.707012,0.0,0.0,8,1.0,600,1
288,2,0,0,1.0,fixed,0.5,18,5,0,18,5905,1.298026,0.448105,1.746132,0.118303,0.599054,0.0,0.0,8,1.0,600,1
289,1,0,0,1.0,fixed,0.5,27,8,0,27,5932,1.253298,0.407323,1.660621,0.118303,0.670624,0.0,0.0,8,1.0,600,1
290,2,0,0,1.0,fixed,0.5,16,8,0,16,5948,1.231015,0.411293,1.642308,0.118303,0.713376,0.0,0.0,8,1.0,600,1
291,1,0,0,1.0,fixed,0.5,17,7,0,17,5965,1.334963,0.445873,1.780837,0.118303,0.641658,0.0,0.0,8,1.0,600,1
292,1,1,1,0.3,fixed,0.5,70,7,0,70,6035,1.263226,0.284205,1.547431,0.118303,0.667923,0.0,0.0,8,1.0,600,1
293,2,0,0,1.0,fixed,0.5,22,7,0,22,6057,1.490887,0.481094,1.971981,0.118303,0.692518,0.0,0.0,8,1.0,600,1
294,2,0,0,1.0,fixed,0.5,18,8,0,18,6075,1.321866,0.393795,1.715661,0.118303,0.734001,0.0,0.0,8,1.0,600,1
295,1,0,0,1.0,fixed,0.5,19,7,0,19,6094,1.321982,0.352215,1.674197,0.118303,0.673491,0.0,0.0,8,1.0,600,1
296,1,0,0,1.0,fixed,0.5,31,7,0,31,6125,1.368778,0.399752,1.768531,0.118303,0.74899,0.0,0.0,8,1.0,600,1
297,2,0,0,1.0,fixed,0.5,16,6,0,16,6141,1.206151,0.396908,1.603059,0.118303,0.692613,0.0,0.0,8,1.0,600,1
298,2,0,0,1.0,fixed,0.5,18,8,0,18,6159,1.337244,0.347421,1.684665,0.118303,0.7225,0.0,0.0,8,1.0,600,1
299,2,0,0,1.0,fixed,0.5,18,6,0,18,6177,1.431719,0.365397,1.797116,0.118303,0.638657,0.0,0.0,8,1.0,600,1
300,2,0,0,1.0,fixed,0.5,14,6,0,14,6191,1.254795,0.397879,1.652674,0.118303,0.667541,0.0,0.0,8,1.0,600,1
301,2,0,0,1.0,fixed,0.5,22,8,0,22,6213,1.327206,0.447655,1.774862,0.118303,0.70428,0.0,0.0,8,1.0,600,1
302,2,0,0,1.0,fixed,0.5,18,8,0,18,6231,1.298132,0.329756,1.627888,0.118303,0.751623,0.0,0.0,8,1.0,600,1
303,1,0,0,1.0,fixed,0.5,9,4,0,9,6240,1.513193,0.408731,1.921924,0.118303,0.589687,0.0,0.0,8,1.0,600,1
304,1,0,0,1.0,fixed,0.5,17,6,0,17,6257,1.471584,0.406408,1.877992,0.118303,0.629186,0.0,0.0,8,1.0,600,1
305,1,1,1,0.3,fixed,0.5,70,8,0,70,6327,1.192141,0.363039,1.55518,0.118303,0.785094,0.0,0.0,8,1.0,600,1
306,2,0,0,1.0,fixed,0.5,18,8,0,18,6345,1.267737,0.361598,1.629335,0.118303,0.761083,0.0,0.0,8,1.0,600,1
307,1,0,0,1.0,fixed,0.5,17,7,0,17,6362,1.22371,0.381064,1.604774,0.118303,0.665816,0.0,0.0,8,1.0,600,1
308,1,0,0,1.0,fixed,0.5,23,8,0,23,6385,1.293303,0.319881,1.613184,0.118303,0.675038,0.0,0.0,8,1.0,600,1
309,1,0,0,1.0,fixed,0.5,19,7,0,19,6404,1.328516,0.398503,1.727019,0.118303,0.570952,0.0,0.0,8,1.0,600,1
310,2,0,0,1.0,fixed,0.5,16,6,0,16,6420,1.275443,0.302983,1.578426,0.118303,0.731532,0.0,0.0,8,1.0,600,1
311,2,0,0,1.0,fixed,0.5,18,6,0,18,6438,1.325874,0.383046,1.70892,0.118303,0.730848,0.0,0.0,8,1.0,600,1
312,1,0,0,1.0,fixed,0.5,27,8,0,27,6465,1.212731,0.368148,1.58088,0.118303,0.699376,0.0,0.0,8,1.0,600,1
313,2,0,0,1.0,fixed,0.5,18,8,0,18,6483,1.309148,0.249416,1.558564,0.118303,0.631701,0.0,0.0,8,1.0,600,1
314,1,0,0,1.0,fixed,0.5,15,8,0,15,6498,1.31392,0.294555,1.608476,0.118303,0.769616,0.0,0.0,8,1.0,600,1
315,1,0,0,1.0,fixed,0.5,17,7,0,17,6515,1.251176,0.403943,1.65512,0.118303,0.726701,0.0,0.0,8,1.0,600,1
316,2,0,0,1.0,fixed,0.5,18,8,0,18,6533,1.367789,0.423997,1.791786,0.118303,0.80115,0.0,0.0,8,1.0,600,1
317,1,0,0,1.0,fixed,0.5,21,6,0,21,6554,1.333494,0.569245,1.902739,0.118303,0.632403,0.0,0.0,8,1.0,600,1
318,1,0,0,1.0,fixed,0.5,15,6,0,15,6569,1.3484,0.329021,1.67742,0.118303,0.679021,0.0,0.0,8,1.0,600,1
319,1,0,0,1.0,fixed,0.5,17,6,0,17,6586,1.276586,0.355805,1.632391,0.118303,0.671315,0.0,0.0,8,1.0,600,1
320,2,0,0,1.0,fixed,0.5,26,7,0,26,6612,1.363712,0.451558,1.81527,0.118303,0.713946,0.0,0.0,8,1.0,600,1
321,2,0,0,1.0,fixed,0.5,18,8,0,18,6630,1.347575,0.357754,1.705328,0.118303,0.662586,0.0,0.0,8,1.0,600,1
322,2,0,0,1.0,fixed,0.5,18,7,0,18,6648,1.361806,0.407794,1.7696,0.118303,0.746893,0.0,0.0,8,1.0,600,1
323,2,0,0,1.0,fixed,0.5,16,7,0,16,6664,1.223747,0.478846,1.702594,0.118303,0.618427,0.0,0.0,8,1.0,600,1
324,1,0,0,1.0,fixed,0.5,15,7,0,15,6679,1.265055,0.370605,1.63566,0.118303,0.676238,0.0,0.0,8,1.0,600,1
325,2,0,0,1.0,fixed,0.5,20,7,0,20,6699,1.465024,0.396258,1.861282,0.118303,0.68414,0.0,0.0,8,1.0,600,1
326,2,0,0,1.0,fixed,0.5,22,8,0,22,6721,1.333812,0.433402,1.767213,0.118303,0.603885,0.0,0.0,8,1.0,600,1
327,2,0,0,1.0,fixed,0.5,20,6,0,20,6741,1.331488,0.448434,1.779921,0.118303,0.609182,0.0,0.0,8,1.0,600,1
328,1,0,0,1.0,fixed,0.5,23,8,0,23,6764,1.367908,0.382691,1.750599,0.118303,0.607752,0.0,0.0,8,1.0,600,1
329,2,0,0,1.0,fixed,0.5,18,6,0,18,6782,1.467479,0.446768,1.914247,0.118303,0.653868,0.0,0.0,8,1.0,600,1
330,2,0,0,1.0,fixed,0.5,16,7,0,16,6798,1.304163,0.368142,1.672304,0.118303,0.623331,0.0,0.0,8,1.0,600,1
331,2,0,0,1.0,fixed,0.5,6,2,0,6,6804,1.365169,0.354954,1.720123,0.118303,0.626878,1.0,0.0,8,1.0,600,1
332,2,0,0,1.0,fixed,0.5,10,5,0,10,6814,1.260316,0.443187,1.703503,0.118303,0.629048,0.0,0.0,8,1.0,600,1
333,1,0,0,1.0,fixed,0.5,17,7,0,17,6831,1.404712,0.388225,1.792937,0.118303,0.646666,0.0,0.0,8,1.0,600,1
334,2,0,0,1.0,fixed,0.5,18,7,0,18,6849,1.358908,0.309168,1.668076,0.118303,0.668522,0.0,0.0,8,1.0,600,1
335,1,0,0,1.0,fixed,0.5,17,6,0,17,6866,1.227078,0.402964,1.630042,0.118303,0.550034,0.0,0.0,8,1.0,600,1
336,2,0,0,1.0,fixed,0.5,20,7,0,20,6886,1.418885,0.439366,1.85825,0.118303,0.613272,0.0,0.0,8,1.0,600,1
337,2,0,0,1.0,fixed,0.5,18,8,0,18,6904,1.32514,0.457558,1.782698,0.118303,0.736227,0.0,0.0,8,1.0,600,1
338,1,0,0,1.0,fixed,0.5,15,7,0,15,6919,1.279431,0.44938,1.728811,0.118303,0.638509,0.0,0.0,8,1.0,600,1
339,2,0,0,1.0,fixed,0.5,16,7,0,16,6935,1.492408,0.334135,1.826543,0.118303,0.659641,0.0,0.0,8,1.0,600,1
340,2,0,0,1.0,fixed,0.5,20,8,0,20,6955,1.321996,0.475088,1.797084,0.118303,0.655175,0.0,0.0,8,1.0,600,1
341,1,0,0,1.0,fixed,0.5,11,5,0,11,6966,1.372127,0.48564,1.857767,0.118303,0.638033,0.0,0.0,8,1.0,600,1
342,1,0,0,1.0,fixed,0.5,19,7,0,19,6985,1.275903,0.389983,1.665886,0.118303,0.674106,0.0,0.0,8,1.0,600,1
343,2,0,0,1.0,fixed,0.5,16,7,0,16,7001,1.467633,0.505717,1.97335,0.118303,0.640964,0.0,0.0,8,1.0,600,1
344,2,0,0,1.0,fixed,0.5,18,7,0,18,7019,1.359876,0.489065,1.848941,0.118303,0.659061,0.0,0.0,8,1.0,600,1
345,2,0,0,1.0,fixed,0.5,36,8,0,36,7055,1.349754,0.407352,1.757106,0.118303,0.505982,0.0,0.0,8,1.0,600,1
346,2,0,0,1.0,fixed,0.5,18,7,0,18,7073,1.492971,0.32575,1.818721,0.118303,0.595344,0.0,0.0,8,1.0,600,1
347,1,0,0,1.0,fixed,0.5,19,7,0,19,7092,1.283111,0.333428,1.616539,0.118303,0.54055,0.0,0.0,8,1.0,600,1
348,2,0,0,1.0,fixed,0.5,16,7,0,16,7108,1.348807,0.387063,1.73587,0.118303,0.670075,0.0,0.0,8,1.0,600,1
349,1,0,0,1.0,fixed,0.5,23,8,0,23,7131,1.299297,0.422654,1.721951,0.118303,0.72788,0.0,0.0,8,1.0,600,1
350,1,0,0,1.0,fixed,0.5,19,6,0,19,7150,1.241532,0.37506,1.616592,0.118303,0.67516,0.0,0.0,8,1.0,600,1
351,1,0,0,1.0,fixed,0.5,23,7,0,23,7173,1.441309,0.410276,1.851585,0.118303,0.636641,0.0,0.0,8,1.0,600,1
