game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,num_simulations,mcts_batch_size
1904,2,0,0,1.0,8,3,0,8,45999,1.709546,0.455116,2.164661,0.153257,0.663317,200,1
1905,1,0,0,1.0,21,7,0,21,46020,1.570144,0.507839,2.077983,0.153257,0.65207,200,1
1906,2,0,0,1.0,18,7,0,18,46038,1.495474,0.485566,1.981041,0.153257,0.64852,200,1
1907,2,0,0,1.0,18,8,0,18,46056,1.61808,0.39642,2.014501,0.153257,0.61837,200,1
1908,2,0,0,1.0,18,8,0,18,46074,1.493004,0.432585,1.925589,0.153257,0.704076,200,1
1909,2,0,0,1.0,20,7,0,20,46094,1.479601,0.418849,1.89845,0.153257,0.577889,200,1
1910,2,0,0,1.0,14,5,0,14,46108,1.391611,0.469284,1.860896,0.153257,0.610553,200,1
1911,1,0,0,1.0,15,7,0,15,46123,1.469691,0.400923,1.870614,0.153257,0.540704,200,1
1912,1,0,0,1.0,23,8,0,23,46146,1.561732,0.438158,1.999891,0.153257,0.604763,200,1
1913,1,0,0,1.0,27,8,0,27,46173,1.492438,0.408849,1.901287,0.153257,0.665364,200,1
1914,1,0,0,1.0,11,5,0,11,46184,1.504744,0.377243,1.881987,0.153257,0.563728,200,1
1915,2,0,0,1.0,18,8,0,18,46202,1.421068,0.511821,1.93289,0.153257,0.647962,200,1
1916,2,0,0,1.0,10,5,0,10,46212,1.523446,0.377014,1.90046,0.153257,0.500503,200,1
1917,1,0,0,1.0,21,8,0,21,46233,1.596551,0.408019,2.00457,0.153257,0.687724,200,1
1918,2,0,0,1.0,14,7,0,14,46247,1.703371,0.453391,2.156762,0.153257,0.650036,200,1
1919,1,0,0,1.0,17,8,0,17,46264,1.542128,0.323851,1.865979,0.153257,0.610405,200,1
1920,2,0,0,1.0,24,7,0,24,46288,1.431831,0.371009,1.802839,0.153257,0.712521,200,1
1921,1,0,0,1.0,15,7,0,15,46303,1.578933,0.504639,2.083571,0.153257,0.469347,200,1
1922,1,0,0,1.0,15,8,0,15,46318,1.428209,0.475354,1.903562,0.153257,0.618425,200,1
1923,2,0,0,1.0,14,7,0,14,46332,1.604543,0.426739,2.031282,0.153257,0.59117,200,1
1924,2,0,0,1.0,20,8,0,20,46352,1.653099,0.51816,2.17126,0.153257,0.688693,200,1
1925,1,0,0,1.0,23,7,0,23,46375,1.298857,0.38308,1.681936,0.153257,0.674459,200,1
1926,2,0,0,1.0,18,8,0,18,46393,1.318385,0.308791,1.627176,0.153257,0.536293,200,1
1927,1,0,0,1.0,15,8,0,15,46408,1.297436,0.403048,1.700484,0.153257,0.522613,200,1
1928,2,0,0,1.0,16,7,0,16,46424,1.738914,0.425817,2.164731,0.153257,0.674937,200,1
1929,1,0,0,1.0,17,7,0,17,46441,1.517422,0.350846,1.868268,0.153257,0.56104,200,1
1930,2,0,0,1.0,18,8,0,18,46459,1.482229,0.420816,1.903045,0.153257,0.659408,200,1
1931,1,0,0,1.0,17,7,0,17,46476,1.564973,0.520869,2.085842,0.153257,0.670115,200,1
1932,2,0,0,1.0,8,3,0,8,46484,1.613825,0.553377,2.167202,0.153257,0.660176,200,1
1933,1,0,0,1.0,15,7,0,15,46499,1.58741,0.402737,1.990147,0.153257,0.568844,200,1
1934,2,0,0,1.0,18,8,0,18,46517,1.219366,0.29852,1.517886,0.153257,0.629537,200,1
1935,2,0,0,1.0,30,8,0,30,46547,1.560156,0.551708,2.111865,0.153257,0.69598,200,1
1936,1,0,0,1.0,23,8,0,23,46570,1.353602,0.388718,1.742321,0.153257,0.692593,200,1
1937,2,0,0,1.0,12,5,0,12,46582,1.433725,0.405256,1.838981,0.153257,0.591709,200,1
1938,1,0,0,1.0,17,6,0,17,46599,1.431417,0.395292,1.826709,0.153257,0.613952,200,1
1939,1,0,0,1.0,31,8,0,31,46630,1.318376,0.407448,1.725823,0.153257,0.724266,200,1
1940,1,0,0,1.0,19,8,0,19,46649,1.273098,0.35584,1.628938,0.153257,0.690823,200,1
1941,2,0,0,1.0,8,4,0,8,46657,1.434793,0.398933,1.833726,0.153257,0.587312,200,1
1942,2,0,0,1.0,20,7,0,20,46677,1.549886,0.472688,2.022574,0.153257,0.588191,200,1
1943,1,0,0,1.0,7,2,0,7,46684,1.580034,0.446994,2.027028,0.153257,0.572146,200,1
1944,1,0,0,1.0,17,7,0,17,46701,1.427719,0.390448,1.818167,0.153257,0.603902,200,1
1945,2,0,0,1.0,20,7,0,20,46721,1.443915,0.408815,1.85273,0.153257,0.552764,200,1
1946,1,0,0,1.0,9,4,0,9,46730,1.449092,0.429984,1.879076,0.153257,0.686209,200,1
1947,1,0,0,1.0,15,6,0,15,46745,1.633482,0.469364,2.102845,0.153257,0.598325,200,1
1948,2,0,0,1.0,14,7,0,14,46759,1.313459,0.316761,1.63022,0.153257,0.626705,200,1
1949,1,0,0,1.0,23,8,0,23,46782,1.461735,0.415939,1.877674,0.153257,0.654359,200,1
1950,1,0,0,1.0,23,8,0,23,46805,1.430897,0.483052,1.913949,0.153257,0.665501,200,1
1951,2,0,0,1.0,74,7,0,74,46879,1.650856,0.465627,2.116483,0.153257,0.662026,200,1
1952,2,0,0,1.0,12,2,0,12,46891,1.669462,0.456292,2.125753,0.153257,0.659548,200,1
1953,1,0,0,1.0,23,8,0,23,46914,1.610749,0.439059,2.049809,0.153257,0.643435,200,1
1954,1,1,1,0.1,80,8,0,80,46994,1.688939,0.512492,2.201432,0.153257,0.773178,200,1
1955,2,0,0,1.0,14,7,0,14,47008,1.417136,0.40614,1.823276,0.153257,0.574659,200,1
1956,2,0,0,1.0,20,8,0,20,47028,1.645447,0.49652,2.141967,0.153257,0.722111,200,1
1957,2,0,0,1.0,14,6,0,14,47042,1.461381,0.420088,1.881469,0.153257,0.675162,200,1
1958,2,0,0,1.0,12,4,0,12,47054,1.428877,0.373588,1.802465,0.153257,0.518844,200,1
1959,2,1,1,0.1,80,8,0,80,47134,1.662978,0.472748,2.135726,0.153257,0.867588,200,1
1960,2,0,0,1.0,18,8,0,18,47152,1.455635,0.419355,1.87499,0.153257,0.62507,200,1
1961,1,0,0,1.0,27,8,0,27,47179,1.468068,0.507614,1.975682,0.153257,0.718779,200,1
1962,2,0,0,1.0,12,6,0,12,47191,1.517721,0.473823,1.991544,0.153257,0.589615,200,1
1963,1,0,0,1.0,11,5,0,11,47202,1.585374,0.462631,2.048006,0.153257,0.601645,200,1
1964,2,0,0,1.0,20,8,0,20,47222,1.436971,0.443495,1.880466,0.153257,0.635176,200,1
1965,2,0,0,1.0,22,7,0,22,47244,1.712737,0.475109,2.187846,0.153257,0.563956,200,1
1966,1,0,0,1.0,19,8,0,19,47263,1.432116,0.395855,1.827971,0.153257,0.633166,200,1
1967,2,1,1,0.1,80,7,0,80,47343,1.431115,0.455329,1.886443,0.153257,0.878957,200,1
1968,1,0,0,1.0,11,5,0,11,47354,1.428843,0.469906,1.89875,0.153257,0.544998,200,1
1969,2,0,0,1.0,16,7,0,16,47370,1.468057,0.419465,1.887522,0.153257,0.635364,200,1
1970,2,0,0,1.0,22,7,0,22,47392,1.562014,0.403599,1.965613,0.153257,0.627912,200,1
1971,2,0,0,1.0,18,7,0,18,47410,1.788393,0.434537,2.22293,0.153257,0.683696,200,1
1972,2,0,0,1.0,52,8,0,52,47462,1.761204,0.420076,2.18128,0.153257,0.740723,200,1
1973,2,0,0,1.0,22,8,0,22,47484,1.348641,0.400526,1.749167,0.153257,0.654865,200,1
1974,1,0,0,1.0,17,7,0,17,47501,1.58705,0.358787,1.945837,0.153257,0.604493,200,1
1975,2,0,0,1.0,20,7,0,20,47521,1.589254,0.290202,1.879456,0.153257,0.664573,200,1
1976,2,0,0,1.0,34,8,0,34,47555,1.473678,0.383322,1.856999,0.153257,0.694945,200,1
1977,2,0,0,1.0,8,3,0,8,47563,1.318861,0.435533,1.754394,0.153257,0.584171,200,1
1978,2,0,0,1.0,12,4,0,12,47575,1.283253,0.37846,1.661714,0.153257,0.628559,200,1
1979,2,0,0,1.0,14,8,0,14,47589,1.591712,0.37057,1.962281,0.153257,0.629218,200,1
1980,1,0,0,1.0,11,5,0,11,47600,1.677429,0.476406,2.153834,0.153257,0.661489,200,1
1981,1,0,0,1.0,17,7,0,17,47617,1.53019,0.543002,2.073192,0.153257,0.676618,200,1
1982,2,0,0,1.0,14,7,0,14,47631,1.654403,0.490479,2.144882,0.153257,0.642498,200,1
1983,1,0,0,1.0,19,6,0,19,47650,1.547749,0.552916,2.100665,0.153257,0.681037,200,1
1984,2,0,0,1.0,24,8,0,24,47674,1.503853,0.383732,1.887585,0.153257,0.649288,200,1
1985,1,0,0,1.0,23,8,0,23,47697,1.276591,0.40882,1.685411,0.153257,0.733013,200,1
1986,1,0,0,1.0,9,4,0,9,47706,1.483209,0.437658,1.920867,0.153257,0.648241,200,1
1987,2,0,0,1.0,14,6,0,14,47720,1.428911,0.44225,1.871161,0.153257,0.688801,200,1
1988,1,0,0,1.0,21,8,0,21,47741,1.21287,0.382943,1.595813,0.153257,0.633405,200,1
1989,1,0,0,1.0,13,7,0,13,47754,1.687474,0.485743,2.173217,0.153257,0.6092,200,1
1990,1,0,0,1.0,19,8,0,19,47773,1.445148,0.393521,1.838668,0.153257,0.687384,200,1
1991,2,0,0,1.0,22,7,0,22,47795,1.457535,0.319915,1.77745,0.153257,0.694153,200,1
1992,1,0,0,1.0,11,5,0,11,47806,1.426469,0.403848,1.830317,0.153257,0.56921,200,1
1993,1,0,0,1.0,17,6,0,17,47823,1.636415,0.4529,2.089315,0.153257,0.682826,200,1
1994,2,0,0,1.0,16,6,0,16,47839,1.404566,0.43584,1.840405,0.153257,0.543342,200,1
1995,2,0,0,1.0,6,2,0,6,47845,1.368541,0.355704,1.724245,0.153257,0.629816,200,1
1996,1,0,0,1.0,13,7,0,13,47858,1.454867,0.437111,1.891977,0.153257,0.599923,200,1
1997,2,0,0,1.0,12,5,0,12,47870,1.228911,0.376171,1.605082,0.153257,0.66541,200,1
1998,2,0,0,1.0,16,7,0,16,47886,1.606158,0.413877,2.020035,0.153257,0.718907,200,1
1999,2,0,0,1.0,18,8,0,18,47904,1.578738,0.335619,1.914357,0.153257,0.760748,200,1
2000,1,0,0,1.0,25,7,0,25,47929,1.308057,0.401832,1.709889,0.153257,0.766231,200,1
2001,1,0,0,1.0,15,6,0,15,47944,1.559584,0.44788,2.007464,0.153257,0.724288,200,1
2002,1,0,0,1.0,13,7,0,13,47957,1.450806,0.40723,1.858036,0.153257,0.628141,200,1
2003,2,0,0,1.0,22,7,0,22,47979,1.517482,0.451771,1.969252,0.153257,0.663773,200,1
2004,1,0,0,1.0,11,6,0,11,47990,1.641929,0.400335,2.042263,0.153257,0.498401,200,1
2005,2,0,0,1.0,14,5,0,14,48004,1.514762,0.36819,1.882952,0.153257,0.531945,200,1
2006,2,0,0,1.0,34,8,0,34,48038,1.500614,0.415605,1.916219,0.153257,0.67115,200,1
2007,2,0,0,1.0,24,8,0,24,48062,1.683003,0.476671,2.159674,0.153257,0.695771,200,1
2008,2,0,0,1.0,26,7,0,26,48088,1.555085,0.390083,1.945168,0.153257,0.748744,200,1
2009,2,0,0,1.0,16,6,0,16,48104,1.612455,0.46871,2.081165,0.153257,0.575377,200,1
2010,1,0,0,1.0,9,4,0,9,48113,1.6402,0.525117,2.165318,0.153257,0.647125,200,1
2011,2,0,0,1.0,28,7,0,28,48141,1.441492,0.471138,1.91263,0.153257,0.712312,200,1
2012,1,0,0,1.0,11,4,0,11,48152,1.45973,0.415344,1.875074,0.153257,0.564185,200,1
2013,2,0,0,1.0,30,8,0,30,48182,1.626607,0.405411,2.032018,0.153257,0.729146,200,1
2014,2,0,0,1.0,18,6,0,18,48200,1.35903,0.400531,1.759561,0.153257,0.532942,200,1
2015,2,0,0,1.0,14,5,0,14,48214,1.411763,0.406011,1.817774,0.153257,0.576095,200,1
2016,2,0,0,1.0,26,8,0,26,48240,1.658806,0.404071,2.062878,0.153257,0.731736,200,1
2017,2,0,0,1.0,10,5,0,10,48250,1.374104,0.485719,1.859823,0.153257,0.603518,200,1
2018,1,0,0,1.0,23,8,0,23,48273,1.369557,0.394298,1.763855,0.153257,0.657418,200,1
2019,1,0,0,1.0,23,8,0,23,48296,1.387276,0.407054,1.79433,0.153257,0.709854,200,1
2020,1,0,0,1.0,13,5,0,13,48309,1.410573,0.462284,1.872857,0.153257,0.589486,200,1
2021,1,0,0,1.0,23,8,0,23,48332,1.392187,0.399509,1.791697,0.153257,0.645619,200,1
2022,1,0,0,1.0,39,8,0,39,48371,1.49501,0.514499,2.00951,0.153257,0.74359,200,1
2023,1,0,0,1.0,25,7,0,25,48396,1.527154,0.410397,1.937551,0.153257,0.618693,200,1
2024,1,0,0,1.0,31,4,0,31,48427,1.372287,0.391236,1.763523,0.153257,0.662344,200,1
2025,1,0,0,1.0,31,8,0,31,48458,1.36494,0.438626,1.803566,0.153257,0.797536,200,1
2026,1,0,0,1.0,17,7,0,17,48475,1.406211,0.457461,1.863672,0.153257,0.653858,200,1
2027,2,0,0,1.0,20,6,0,20,48495,1.513563,0.507613,2.021176,0.153257,0.658794,200,1
2028,1,0,0,1.0,19,8,0,19,48514,1.58312,0.492801,2.075922,0.153257,0.649299,200,1
2029,2,0,0,1.0,12,6,0,12,48526,1.39035,0.388217,1.778568,0.153257,0.539782,200,1
2030,2,0,0,1.0,28,8,0,28,48554,1.373988,0.351439,1.725427,0.153257,0.691314,200,1
2031,2,0,0,1.0,20,8,0,20,48574,1.470101,0.411257,1.881358,0.153257,0.646734,200,1
2032,1,0,0,1.0,21,8,0,21,48595,1.525676,0.416145,1.941822,0.153257,0.684374,200,1
2033,1,0,0,1.0,23,7,0,23,48618,1.47567,0.542375,2.018046,0.153257,0.63688,200,1
2034,1,0,0,1.0,7,0,0,7,48625,1.336385,0.426076,1.762462,0.153257,0.547739,200,1
2035,2,0,0,1.0,18,7,0,18,48643,1.490024,0.487137,1.977161,0.153257,0.659408,200,1
2036,2,0,0,1.0,20,8,0,20,48663,1.415583,0.44244,1.858023,0.153257,0.627387,200,1
2037,1,0,0,1.0,13,7,0,13,48676,1.545453,0.387346,1.932799,0.153257,0.545033,200,1
2038,1,0,0,1.0,23,8,0,23,48699,1.603889,0.452027,2.055917,0.153257,0.732576,200,1
2039,2,0,0,1.0,18,8,0,18,48717,1.553667,0.390589,1.944257,0.153257,0.761865,200,1
2040,1,1,1,0.1,80,8,0,80,48797,1.468366,0.448781,1.917147,0.153257,0.864384,200,1
2041,1,0,0,1.0,23,8,0,23,48820,1.373991,0.47764,1.851632,0.153257,0.696089,200,1
2042,1,0,0,1.0,17,7,0,17,48837,1.533856,0.467427,2.001283,0.153257,0.684304,200,1
2043,1,0,0,1.0,9,5,0,9,48846,1.502883,0.445437,1.948321,0.153257,0.601898,200,1
2044,1,0,0,1.0,19,8,0,19,48865,1.558771,0.420081,1.978852,0.153257,0.660936,200,1
2045,1,0,0,1.0,11,5,0,11,48876,1.510825,0.427456,1.938281,0.153257,0.624943,200,1
2046,1,0,0,1.0,25,8,0,25,48901,1.488904,0.39877,1.887674,0.153257,0.647638,200,1
2047,1,0,0,1.0,17,7,0,17,48918,1.529186,0.409502,1.938689,0.153257,0.615726,200,1
2048,1,0,0,1.0,35,8,0,35,48953,1.509651,0.350107,1.859758,0.153257,0.686432,200,1
2049,1,0,0,1.0,13,6,0,13,48966,1.561422,0.468351,2.029774,0.153257,0.589486,200,1
2050,2,0,0,1.0,40,7,0,40,49006,1.637289,0.391493,2.028782,0.153257,0.704648,200,1
2051,2,0,0,1.0,22,8,0,22,49028,1.684842,0.400237,2.085078,0.153257,0.721562,200,1
2052,2,0,0,1.0,18,7,0,18,49046,1.594515,0.414474,2.008988,0.153257,0.598269,200,1
2053,2,0,0,1.0,8,4,0,8,49054,1.693997,0.562796,2.256793,0.153257,0.593593,200,1
2054,1,0,0,1.0,15,7,0,15,49069,1.668462,0.382337,2.050799,0.153257,0.624121,200,1
2055,2,0,0,1.0,10,5,0,10,49079,1.630887,0.396503,2.02739,0.153257,0.545729,200,1
2056,1,0,0,1.0,11,6,0,11,49090,1.650623,0.311969,1.962592,0.153257,0.544998,200,1
2057,2,0,0,1.0,18,7,0,18,49108,1.473694,0.378926,1.85262,0.153257,0.656616,200,1
2058,1,0,0,1.0,17,8,0,17,49125,1.564308,0.376802,1.94111,0.153257,0.669228,200,1
2059,1,0,0,1.0,17,5,0,17,49142,1.619503,0.446263,2.065766,0.153257,0.653858,200,1
2060,1,0,0,1.0,19,7,0,19,49161,1.508408,0.381537,1.889945,0.153257,0.621,200,1
2061,1,0,0,1.0,35,7,0,35,49196,1.56318,0.469787,2.032967,0.153257,0.679541,200,1
2062,1,0,0,1.0,27,8,0,27,49223,1.602961,0.446693,2.049654,0.153257,0.674297,200,1
2063,1,0,0,1.0,23,8,0,23,49246,1.317063,0.342519,1.659583,0.153257,0.698711,200,1
2064,2,0,0,1.0,18,7,0,18,49264,1.845907,0.44474,2.290647,0.153257,0.6622,200,1
2065,2,0,0,1.0,22,8,0,22,49286,1.62217,0.508121,2.130291,0.153257,0.674737,200,1
2066,2,0,0,1.0,14,7,0,14,49300,1.489037,0.407375,1.896412,0.153257,0.640345,200,1
2067,1,0,0,1.0,31,8,0,31,49331,1.491597,0.43865,1.930247,0.153257,0.686173,200,1
2068,1,0,0,1.0,17,8,0,17,49348,1.541051,0.464158,2.005209,0.153257,0.687555,200,1
2069,2,0,0,1.0,16,6,0,16,49364,1.519815,0.419492,1.939307,0.153257,0.561244,200,1
2070,1,0,0,1.0,17,7,0,17,49381,1.467494,0.290316,1.75781,0.153257,0.664203,200,1
2071,2,0,0,1.0,14,8,0,14,49395,1.347587,0.446068,1.793655,0.153257,0.644652,200,1
2072,1,0,0,1.0,23,8,0,23,49418,1.440282,0.415184,1.855466,0.153257,0.701988,200,1
2073,1,0,0,1.0,23,8,0,23,49441,1.434754,0.42354,1.858294,0.153257,0.734979,200,1
2074,2,0,0,1.0,20,8,0,20,49461,1.424374,0.461381,1.885755,0.153257,0.793719,200,1
2075,1,0,0,1.0,29,8,0,29,49490,1.455225,0.403501,1.858726,0.153257,0.676832,200,1
2076,1,0,0,1.0,9,4,0,9,49499,1.49644,0.507118,2.003558,0.153257,0.547739,200,1
2077,1,0,0,1.0,23,8,0,23,49522,1.448576,0.520369,1.968945,0.153257,0.589251,200,1
2078,1,0,0,1.0,19,6,0,19,49541,1.376645,0.436755,1.813401,0.153257,0.585559,200,1
2079,1,0,0,1.0,25,8,0,25,49566,1.406085,0.484719,1.890804,0.153257,0.627538,200,1
2080,2,0,0,1.0,16,7,0,16,49582,1.783403,0.48751,2.270912,0.153257,0.568153,200,1
2081,,1,0,0.1,80,8,0,80,49662,1.378205,0.309746,1.687951,0.153257,0.819535,200,1
2082,2,0,0,1.0,26,7,0,26,49688,1.502744,0.36514,1.867884,0.153257,0.628721,200,1
2083,1,0,0,1.0,23,7,0,23,49711,1.40188,0.413717,1.815597,0.153257,0.702644,200,1
2084,2,0,0,1.0,18,7,0,18,49729,1.484644,0.399395,1.884038,0.153257,0.684255,200,1
2085,2,0,0,1.0,14,7,0,14,49743,1.651135,0.415338,2.066473,0.153257,0.598349,200,1
2086,2,0,0,1.0,14,8,0,14,49757,1.65044,0.486907,2.137347,0.153257,0.618808,200,1
2087,2,0,0,1.0,14,6,0,14,49771,1.707027,0.409704,2.11673,0.153257,0.609835,200,1
2088,2,0,0,1.0,18,8,0,18,49789,1.380047,0.490669,1.870716,0.153257,0.653546,200,1
2089,1,0,0,1.0,23,8,0,23,49812,1.580782,0.341355,1.922137,0.153257,0.717719,200,1
2090,2,0,0,1.0,18,8,0,18,49830,1.375858,0.390821,1.766679,0.153257,0.704913,200,1
2091,2,0,0,1.0,18,8,0,18,49848,1.435369,0.4168,1.852169,0.153257,0.625349,200,1
2092,1,0,0,1.0,21,7,0,21,49869,1.502596,0.346918,1.849515,0.153257,0.659966,200,1
2093,1,0,0,1.0,17,7,0,17,49886,1.538871,0.335141,1.874013,0.153257,0.644398,200,1
2094,1,0,0,1.0,17,4,0,17,49903,1.504089,0.39118,1.895269,0.153257,0.645581,200,1
2095,1,0,0,1.0,13,6,0,13,49916,1.451817,0.417494,1.869312,0.153257,0.65172,200,1
2096,2,0,0,1.0,22,7,0,22,49938,1.49995,0.503766,2.003716,0.153257,0.675879,200,1
2097,2,0,0,1.0,28,8,0,28,49966,1.521626,0.432803,1.954429,0.153257,0.756102,200,1
2098,1,0,0,1.0,15,8,0,15,49981,1.550039,0.3694,1.919438,0.153257,0.589615,200,1
2099,1,0,0,1.0,15,7,0,15,49996,1.625669,0.396522,2.022192,0.153257,0.59933,200,1
2100,2,0,0,1.0,18,7,0,18,50014,1.590913,0.4912,2.082113,0.153257,0.575098,200,1
2101,2,0,0,1.0,20,8,0,20,50034,1.842508,0.436841,2.27935,0.153257,0.647739,200,1
2102,1,0,0,1.0,23,8,0,23,50057,1.647583,0.550547,2.19813,0.153257,0.712475,200,1
2103,2,0,0,1.0,22,7,0,22,50079,1.444127,0.430903,1.87503,0.153257,0.697807,200,1
2104,1,0,0,1.0,17,7,0,17,50096,1.56897,0.383117,1.952087,0.153257,0.551877,200,1
2105,1,0,0,1.0,23,7,0,23,50119,1.472991,0.393983,1.866975,0.153257,0.668779,200,1
2106,2,0,0,1.0,20,8,0,20,50139,1.469567,0.453925,1.923493,0.153257,0.691457,200,1
2107,1,0,0,1.0,21,7,0,21,50160,1.516697,0.386592,1.90329,0.153257,0.703996,200,1
2108,2,0,0,1.0,18,8,0,18,50178,1.397302,0.348505,1.745807,0.153257,0.644891,200,1
2109,2,0,0,1.0,38,8,0,38,50216,1.427319,0.394725,1.822044,0.153257,0.706691,200,1
2110,1,0,0,1.0,15,7,0,15,50231,1.487703,0.390755,1.878458,0.153257,0.555779,200,1
2111,1,1,1,0.1,80,8,0,80,50311,1.528099,0.392562,1.920661,0.153257,0.848744,200,1
2112,2,0,0,1.0,18,7,0,18,50329,1.468782,0.576497,2.045279,0.153257,0.663037,200,1
2113,1,0,0,1.0,19,8,0,19,50348,1.727106,0.422789,2.149895,0.153257,0.668606,200,1
2114,2,0,0,1.0,24,8,0,24,50372,1.394017,0.41806,1.812078,0.153257,0.713149,200,1
2115,1,0,0,1.0,13,7,0,13,50385,1.437325,0.477433,1.914758,0.153257,0.627754,200,1
2116,1,0,0,1.0,15,7,0,15,50400,1.631746,0.448052,2.079797,0.153257,0.577554,200,1
2117,1,0,0,1.0,19,8,0,19,50419,1.547104,0.403418,1.950523,0.153257,0.692145,200,1
2118,2,0,0,1.0,18,8,0,18,50437,1.726148,0.438999,2.165147,0.153257,0.690955,200,1
2119,1,1,1,0.1,80,8,0,80,50517,1.539186,0.423131,1.962317,0.153257,0.807663,200,1
2120,1,0,0,1.0,15,6,0,15,50532,1.326162,0.368263,1.694426,0.153257,0.619765,200,1
2121,1,0,0,1.0,23,8,0,23,50555,1.531862,0.472239,2.004101,0.153257,0.749399,200,1
2122,2,0,0,1.0,16,7,0,16,50571,1.39178,0.473902,1.865682,0.153257,0.63191,200,1
2123,2,0,0,1.0,18,7,0,18,50589,1.597437,0.445463,2.0429,0.153257,0.713568,200,1
2124,2,0,0,1.0,22,7,0,22,50611,1.482933,0.475777,1.95871,0.153257,0.739836,200,1
2125,2,0,0,1.0,20,7,0,20,50631,1.478456,0.462369,1.940824,0.153257,0.667588,200,1
2126,1,0,0,1.0,15,3,0,15,50646,1.63905,0.583235,2.222285,0.153257,0.542044,200,1
2127,2,0,0,1.0,18,8,0,18,50664,1.375025,0.338369,1.713393,0.153257,0.68565,200,1
2128,2,0,0,1.0,16,7,0,16,50680,1.438598,0.314355,1.752953,0.153257,0.674309,200,1
2129,2,0,0,1.0,14,5,0,14,50694,1.527291,0.36565,1.892941,0.153257,0.659727,200,1
2130,2,0,0,1.0,22,7,0,22,50716,1.487932,0.435137,1.923069,0.153257,0.701462,200,1
2131,2,0,0,1.0,16,8,0,16,50732,1.421278,0.415198,1.836476,0.153257,0.580402,200,1
2132,2,0,0,1.0,10,3,0,10,50742,1.534292,0.402939,1.937231,0.153257,0.609548,200,1
2133,1,0,0,1.0,25,8,0,25,50767,1.391155,0.367198,1.758352,0.153257,0.668543,200,1
2134,1,0,0,1.0,11,5,0,11,50778,1.428079,0.32971,1.757789,0.153257,0.641389,200,1
2135,2,0,0,1.0,22,8,0,22,50800,1.606844,0.340135,1.94698,0.153257,0.725674,200,1
2136,1,0,0,1.0,15,7,0,15,50815,1.646625,0.445683,2.092308,0.153257,0.651926,200,1
2137,2,0,0,1.0,12,5,0,12,50827,1.573875,0.4267,2.000575,0.153257,0.583333,200,1
2138,2,0,0,1.0,18,7,0,18,50845,1.669292,0.45335,2.122642,0.153257,0.628141,200,1
2139,1,0,0,1.0,23,8,0,23,50868,1.609758,0.448063,2.057821,0.153257,0.615032,200,1
2140,2,0,0,1.0,12,6,0,12,50880,1.4105,0.328862,1.739362,0.153257,0.4866,200,1
2141,2,0,0,1.0,14,7,0,14,50894,1.557929,0.555216,2.113146,0.153257,0.515075,200,1
2142,1,0,0,1.0,19,7,0,19,50913,1.541941,0.340298,1.882239,0.153257,0.675747,200,1
2143,2,0,0,1.0,20,7,0,20,50933,1.69768,0.38366,2.081341,0.153257,0.640201,200,1
2144,2,0,0,1.0,14,6,0,14,50947,1.701989,0.461407,2.163395,0.153257,0.678751,200,1
2145,2,0,0,1.0,14,8,0,14,50961,1.586639,0.400323,1.986962,0.153257,0.566403,200,1
2146,2,0,0,1.0,20,8,0,20,50981,1.530595,0.437025,1.96762,0.153257,0.706281,200,1
2147,2,0,0,1.0,20,8,0,20,51001,1.479511,0.404455,1.883965,0.153257,0.704271,200,1
2148,1,0,0,1.0,17,6,0,17,51018,1.342912,0.436798,1.77971,0.153257,0.569022,200,1
2149,1,0,0,1.0,17,7,0,17,51035,1.463214,0.403548,1.866762,0.153257,0.600946,200,1
2150,2,0,0,1.0,20,8,0,20,51055,1.425515,0.361246,1.786761,0.153257,0.714573,200,1
2151,2,0,0,1.0,14,6,0,14,51069,1.449679,0.380385,1.830064,0.153257,0.581838,200,1
2152,2,1,1,0.1,80,8,0,80,51149,1.338524,0.450478,1.789002,0.153257,0.770101,200,1
2153,2,0,0,1.0,22,7,0,22,51171,1.473893,0.447237,1.92113,0.153257,0.595021,200,1
2154,2,0,0,1.0,18,8,0,18,51189,1.434404,0.510863,1.945267,0.153257,0.639308,200,1
2155,2,0,0,1.0,24,8,0,24,51213,1.640639,0.373875,2.014514,0.153257,0.696608,200,1
2156,1,0,0,1.0,27,8,0,27,51240,1.566039,0.543386,2.109426,0.153257,0.685278,200,1
2157,1,0,0,1.0,15,6,0,15,51255,1.494392,0.466826,1.961218,0.153257,0.657621,200,1
2158,1,1,1,0.1,80,7,0,80,51335,1.474709,0.472168,1.946877,0.153257,0.694221,200,1
2159,2,0,0,1.0,22,7,0,22,51357,1.637658,0.442536,2.080194,0.153257,0.690726,200,1
2160,2,1,1,0.1,80,8,0,80,51437,1.447633,0.435315,1.882948,0.153257,0.77054,200,1
2161,1,0,0,1.0,15,6,0,15,51452,1.492869,0.434295,1.927163,0.153257,0.644556,200,1
2162,1,0,0,1.0,27,8,0,27,51479,1.463487,0.411786,1.875273,0.153257,0.725851,200,1
2163,2,0,0,1.0,22,8,0,22,51501,1.729577,0.491603,2.22118,0.153257,0.634765,200,1
2164,1,0,0,1.0,21,7,0,21,51522,1.575551,0.409938,1.985489,0.153257,0.678631,200,1
2165,2,0,0,1.0,18,7,0,18,51540,1.473701,0.373259,1.846959,0.153257,0.663875,200,1
