game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,num_simulations,mcts_batch_size
1,1,0,0,1.0,21,8,0,21,21,3.829792,0.919603,4.749395,0.919603,0.393874,200,1
2,1,0,0,1.0,19,8,0,19,40,3.865568,0.790917,4.656485,0.790917,0.385877,200,1
3,2,0,0,1.0,38,8,0,38,78,3.768555,0.746104,4.514659,0.746104,0.477651,200,1
4,2,0,0,1.0,36,8,0,36,114,3.739275,0.724951,4.464226,0.724951,0.582775,200,1
5,2,0,0,1.0,60,8,0,60,174,3.700689,0.845478,4.546167,0.724951,0.526801,200,1
6,1,0,0,1.0,31,8,0,31,205,3.581888,0.740891,4.32278,0.724951,0.501702,200,1
7,2,0,0,1.0,28,8,0,28,233,3.496784,0.755745,4.252529,0.724951,0.449928,200,1
8,2,0,0,1.0,66,8,0,66,299,3.395232,0.728386,4.123618,0.724951,0.528171,200,1
9,1,0,0,1.0,31,8,0,31,330,3.309128,0.709112,4.018239,0.709112,0.470903,200,1
10,1,0,0,1.0,39,8,0,39,369,3.20031,0.65075,3.85106,0.65075,0.456384,200,1
11,2,0,0,1.0,16,8,0,16,385,3.210532,0.628708,3.83924,0.628708,0.392588,200,1
12,1,1,1,0.1,80,8,0,80,465,3.095672,0.459619,3.55529,0.459619,0.511997,200,1
13,2,1,1,0.1,80,8,0,80,545,3.106374,0.382649,3.489023,0.382649,0.543719,200,1
14,2,1,1,0.1,80,8,0,80,625,3.053319,0.335219,3.388538,0.335219,0.544975,200,1
15,2,0,0,1.0,18,8,0,18,643,2.910564,0.25746,3.168024,0.25746,0.383026,200,1
16,1,1,1,0.1,80,8,0,80,723,2.897573,0.222986,3.120559,0.222986,0.585992,200,1
17,1,0,0,1.0,15,8,0,15,738,2.911466,0.265942,3.177407,0.222986,0.442881,200,1
18,2,0,0,1.0,34,8,0,34,772,2.875754,0.282257,3.158011,0.222986,0.473544,200,1
19,2,0,0,1.0,20,8,0,20,792,2.732468,0.236802,2.969271,0.222986,0.540452,200,1
20,2,0,0,1.0,24,8,0,24,816,2.749134,0.28073,3.029864,0.222986,0.582915,200,1
21,2,0,0,1.0,24,8,0,24,840,2.609625,0.33647,2.946095,0.222986,0.574958,200,1
22,2,0,0,1.0,28,8,0,28,868,2.658748,0.307244,2.965992,0.222986,0.549174,200,1
23,2,0,0,1.0,32,8,0,32,900,2.687574,0.374607,3.062181,0.222986,0.541928,200,1
24,1,1,1,0.1,80,8,0,80,980,2.662905,0.354818,3.017723,0.222986,0.652827,200,1
25,1,0,0,1.0,19,8,0,19,999,2.535032,0.336995,2.872026,0.222986,0.60804,200,1
26,1,0,0,1.0,27,8,0,27,1026,2.528288,0.332927,2.861215,0.222986,0.499162,200,1
27,2,0,0,1.0,36,8,0,36,1062,2.576227,0.308991,2.885218,0.222986,0.63163,200,1
28,2,0,0,1.0,28,8,0,28,1090,2.498682,0.321626,2.820308,0.222986,0.592606,200,1
29,1,0,0,1.0,23,8,0,23,1113,2.490244,0.314469,2.804713,0.222986,0.602141,200,1
30,2,0,0,1.0,18,8,0,18,1131,2.43744,0.294135,2.731575,0.222986,0.518984,200,1
31,1,0,0,1.0,29,8,0,29,1160,2.346227,0.25414,2.600367,0.222986,0.541501,200,1
32,2,0,0,1.0,24,7,0,24,1184,2.377445,0.269971,2.647416,0.222986,0.487018,200,1
33,1,0,0,1.0,23,8,0,23,1207,2.329953,0.205459,2.535412,0.205459,0.485689,200,1
34,1,0,0,1.0,31,8,0,31,1238,2.463861,0.254928,2.71879,0.205459,0.648728,200,1
35,2,0,0,1.0,40,8,0,40,1278,2.43963,0.286848,2.726478,0.205459,0.586809,200,1
36,2,0,0,1.0,22,8,0,22,1300,2.380271,0.305928,2.686199,0.205459,0.610553,200,1
37,2,0,0,1.0,28,8,0,28,1328,2.346496,0.327086,2.673582,0.205459,0.672649,200,1
38,2,0,0,1.0,32,8,0,32,1360,2.254645,0.304866,2.559511,0.205459,0.625785,200,1
39,2,0,0,1.0,24,8,0,24,1384,2.310255,0.304389,2.614644,0.205459,0.539363,200,1
40,1,1,1,0.1,80,8,0,80,1464,2.371048,0.336138,2.707186,0.205459,0.734422,200,1
41,,1,0,0.1,80,8,0,80,1544,2.268574,0.257942,2.526516,0.205459,0.694535,200,1
42,2,0,0,1.0,18,8,0,18,1562,2.17924,0.275361,2.454601,0.205459,0.546901,200,1
43,1,0,0,1.0,27,8,0,27,1589,2.169962,0.231838,2.4018,0.205459,0.57882,200,1
44,1,0,0,1.0,19,8,0,19,1608,2.175632,0.270453,2.446086,0.205459,0.64877,200,1
45,2,0,0,1.0,24,8,0,24,1632,2.306852,0.23362,2.540472,0.205459,0.563233,200,1
46,2,0,0,1.0,28,8,0,28,1660,2.165539,0.220465,2.386005,0.205459,0.60122,200,1
47,2,0,0,1.0,18,8,0,18,1678,2.100441,0.280931,2.381372,0.205459,0.601619,200,1
48,1,1,1,0.1,80,8,0,80,1758,2.173496,0.243608,2.417104,0.205459,0.600628,200,1
49,1,0,0,1.0,19,8,0,19,1777,2.170426,0.210705,2.381131,0.205459,0.580534,200,1
50,2,0,0,1.0,22,8,0,22,1799,2.199318,0.27959,2.478908,0.205459,0.607583,200,1
51,2,0,0,1.0,24,8,0,24,1823,2.147065,0.211731,2.358796,0.205459,0.632956,200,1
52,2,1,1,0.1,80,8,0,80,1903,2.182994,0.286308,2.469302,0.205459,0.63059,200,1
53,2,0,0,1.0,56,8,0,56,1959,2.222628,0.346265,2.568893,0.205459,0.672559,200,1
54,1,0,0,1.0,27,8,0,27,1986,2.075068,0.239859,2.314928,0.205459,0.696073,200,1
55,2,0,0,1.0,18,8,0,18,2004,1.967992,0.206903,2.174895,0.205459,0.566723,200,1
56,2,0,0,1.0,24,8,0,24,2028,2.103624,0.2258,2.329424,0.205459,0.623325,200,1
57,1,0,0,1.0,23,8,0,23,2051,2.086034,0.259075,2.345109,0.205459,0.609133,200,1
58,1,0,0,1.0,19,8,0,19,2070,2.082981,0.239536,2.322517,0.205459,0.681301,200,1
59,1,0,0,1.0,31,8,0,31,2101,1.999331,0.215595,2.214926,0.205459,0.522613,200,1
60,1,0,0,1.0,23,8,0,23,2124,1.989878,0.320209,2.310087,0.205459,0.671619,200,1
61,2,0,0,1.0,20,8,0,20,2144,2.081767,0.22567,2.307437,0.205459,0.530905,200,1
62,1,0,0,1.0,19,8,0,19,2163,2.082083,0.247731,2.329814,0.205459,0.643216,200,1
63,2,0,0,1.0,24,8,0,24,2187,1.947381,0.190315,2.137696,0.190315,0.653057,200,1
64,1,0,0,1.0,17,8,0,17,2204,2.077352,0.234048,2.3114,0.190315,0.532072,200,1
65,1,0,0,1.0,17,8,0,17,2221,1.867593,0.198973,2.066566,0.190315,0.607449,200,1
66,2,0,0,1.0,24,8,0,24,2245,1.960602,0.216353,2.176955,0.190315,0.585008,200,1
67,1,0,0,1.0,17,7,0,17,2262,2.309786,0.270606,2.580393,0.190315,0.525273,200,1
68,1,0,0,1.0,35,8,0,35,2297,2.045341,0.258597,2.303938,0.190315,0.640057,200,1
69,1,0,0,1.0,27,8,0,27,2324,2.070994,0.181297,2.252291,0.181297,0.647497,200,1
70,2,0,0,1.0,24,8,0,24,2348,2.038038,0.39057,2.428608,0.181297,0.629397,200,1
71,2,1,1,0.1,80,8,0,80,2428,1.994787,0.19503,2.189817,0.181297,0.710113,200,1
72,1,0,0,1.0,31,8,0,31,2459,2.048281,0.347718,2.395999,0.181297,0.626033,200,1
73,2,0,0,1.0,22,7,0,22,2481,2.091939,0.323575,2.415513,0.181297,0.547967,200,1
74,1,1,1,0.1,80,8,0,80,2561,1.966858,0.228876,2.195734,0.181297,0.730967,200,1
75,,1,0,0.1,80,8,0,80,2641,1.97197,0.234604,2.206574,0.181297,0.673241,200,1
76,1,0,0,1.0,39,8,0,39,2680,1.906061,0.235138,2.141199,0.181297,0.57338,200,1
77,1,0,0,1.0,27,8,0,27,2707,1.886642,0.202385,2.089027,0.181297,0.582356,200,1
78,2,0,0,1.0,20,8,0,20,2727,1.928784,0.216743,2.145527,0.181297,0.572613,200,1
79,1,0,0,1.0,19,8,0,19,2746,1.977546,0.282474,2.26002,0.181297,0.668871,200,1
80,2,0,0,1.0,24,8,0,24,2770,2.135672,0.234358,2.37003,0.181297,0.650963,200,1
81,1,0,0,1.0,19,8,0,19,2789,1.829347,0.25165,2.080997,0.181297,0.596668,200,1
82,2,0,0,1.0,32,8,0,32,2821,1.787013,0.20663,1.993643,0.181297,0.613851,200,1
83,1,0,0,1.0,19,8,0,19,2840,2.005136,0.256669,2.261805,0.181297,0.583708,200,1
84,1,0,0,1.0,23,8,0,23,2863,1.742972,0.181146,1.924118,0.181146,0.562596,200,1
85,2,0,0,1.0,32,8,0,32,2895,1.88491,0.222139,2.107049,0.181146,0.632224,200,1
86,2,0,0,1.0,20,8,0,20,2915,1.919193,0.231897,2.15109,0.181146,0.564824,200,1
87,2,0,0,1.0,22,7,0,22,2937,1.765367,0.200842,1.966208,0.181146,0.516903,200,1
88,1,0,0,1.0,19,8,0,19,2956,1.827272,0.215284,2.042556,0.181146,0.657762,200,1
89,1,0,0,1.0,15,8,0,15,2971,2.085069,0.294605,2.379674,0.181146,0.549414,200,1
90,1,0,0,1.0,23,8,0,23,2994,2.156695,0.265113,2.421808,0.181146,0.547083,200,1
91,2,0,0,1.0,22,8,0,22,3016,1.977593,0.218057,2.19565,0.181146,0.644587,200,1
92,2,0,0,1.0,20,8,0,20,3036,1.821801,0.196507,2.018308,0.181146,0.612563,200,1
93,1,0,0,1.0,23,8,0,23,3059,1.914,0.271838,2.185838,0.181146,0.564125,200,1
94,2,0,0,1.0,20,8,0,20,3079,1.910447,0.215262,2.125709,0.181146,0.556281,200,1
95,1,0,0,1.0,23,8,0,23,3102,1.802475,0.227261,2.029736,0.181146,0.633166,200,1
96,1,0,0,1.0,19,8,0,19,3121,1.936191,0.198583,2.134774,0.181146,0.628405,200,1
97,2,0,0,1.0,20,8,0,20,3141,1.826656,0.205515,2.03217,0.181146,0.644975,200,1
98,2,0,0,1.0,20,8,0,20,3161,2.028968,0.265553,2.294521,0.181146,0.559045,200,1
99,1,0,0,1.0,23,8,0,23,3184,1.840652,0.238539,2.079191,0.181146,0.661569,200,1
100,2,0,0,1.0,16,8,0,16,3200,1.850887,0.302096,2.152983,0.181146,0.632224,200,1
101,1,0,0,1.0,27,8,0,27,3227,1.887708,0.161308,2.049017,0.161308,0.593895,200,1
102,2,0,0,1.0,24,8,0,24,3251,1.967227,0.156392,2.12362,0.156392,0.500209,200,1
103,1,0,0,1.0,13,7,0,13,3264,1.923617,0.210283,2.133899,0.156392,0.505218,200,1
104,1,0,0,1.0,23,8,0,23,3287,2.003897,0.194986,2.198884,0.156392,0.616561,200,1
105,1,0,0,1.0,19,8,0,19,3306,1.821641,0.160654,1.982295,0.156392,0.638191,200,1
106,1,0,0,1.0,19,8,0,19,3325,1.806369,0.191888,1.998258,0.156392,0.696906,200,1
107,1,0,0,1.0,19,7,0,19,3344,1.886217,0.231453,2.11767,0.156392,0.616504,200,1
108,2,0,0,1.0,20,8,0,20,3364,1.865876,0.201807,2.067684,0.156392,0.602261,200,1
109,2,0,0,1.0,24,8,0,24,3388,1.749143,0.273472,2.022616,0.156392,0.674623,200,1
110,1,0,0,1.0,27,8,0,27,3415,1.919362,0.210525,2.129887,0.156392,0.586451,200,1
111,1,0,0,1.0,27,8,0,27,3442,1.87827,0.215182,2.093452,0.156392,0.67225,200,1
112,2,0,0,1.0,20,8,0,20,3462,1.77333,0.16954,1.94287,0.156392,0.641457,200,1
113,1,1,1,0.1,80,8,0,80,3542,1.829417,0.237244,2.066661,0.156392,0.723932,200,1
114,2,0,0,1.0,22,8,0,22,3564,1.804221,0.196344,2.000565,0.156392,0.609411,200,1
115,2,0,0,1.0,30,8,0,30,3594,1.773774,0.203852,1.977626,0.156392,0.542044,200,1
116,2,0,0,1.0,26,8,0,26,3620,2.025622,0.220772,2.246394,0.156392,0.666216,200,1
117,2,0,0,1.0,18,8,0,18,3638,1.637326,0.25326,1.890585,0.156392,0.645449,200,1
118,2,0,0,1.0,24,8,0,24,3662,1.939674,0.181646,2.12132,0.156392,0.609715,200,1
119,1,0,0,1.0,19,8,0,19,3681,1.745642,0.279731,2.025373,0.156392,0.615975,200,1
120,1,0,0,1.0,31,8,0,31,3712,1.991629,0.252913,2.244542,0.156392,0.608689,200,1
121,1,0,0,1.0,19,8,0,19,3731,2.050378,0.248391,2.298769,0.156392,0.694261,200,1
122,2,0,0,1.0,20,8,0,20,3751,1.702119,0.239973,1.942091,0.156392,0.703769,200,1
123,2,0,0,1.0,30,8,0,30,3781,1.616728,0.202503,1.819231,0.156392,0.734506,200,1
124,2,0,0,1.0,34,8,0,34,3815,1.671689,0.215859,1.887548,0.156392,0.665238,200,1
125,1,0,0,1.0,19,8,0,19,3834,1.901586,0.236907,2.138493,0.156392,0.631843,200,1
126,2,0,0,1.0,20,8,0,20,3854,1.961123,0.225977,2.1871,0.156392,0.65201,200,1
127,2,0,0,1.0,26,8,0,26,3880,1.721534,0.212786,1.93432,0.156392,0.671627,200,1
128,2,0,0,1.0,20,8,0,20,3900,1.87471,0.271164,2.145875,0.156392,0.676131,200,1
129,2,0,0,1.0,20,8,0,20,3920,1.817297,0.18014,1.997437,0.156392,0.636935,200,1
130,1,1,1,0.1,80,7,0,80,4000,1.835795,0.286643,2.122438,0.156392,0.579271,200,1
131,1,0,0,1.0,27,8,0,27,4027,1.92414,0.337547,2.261686,0.156392,0.745394,200,1
132,1,0,0,1.0,27,8,0,27,4054,1.749676,0.188902,1.938578,0.156392,0.690117,200,1
133,1,0,0,1.0,19,8,0,19,4073,1.761091,0.163118,1.924209,0.156392,0.650357,200,1
134,2,0,0,1.0,30,8,0,30,4103,1.679755,0.239785,1.91954,0.156392,0.690452,200,1
135,2,0,0,1.0,28,8,0,28,4131,1.960271,0.290793,2.251064,0.156392,0.601938,200,1
136,2,0,0,1.0,32,8,0,32,4163,2.047909,0.270829,2.318738,0.156392,0.665358,200,1
137,1,0,0,1.0,19,8,0,19,4182,1.757286,0.219163,1.976449,0.156392,0.607247,200,1
138,2,0,0,1.0,26,8,0,26,4208,1.920919,0.315037,2.235956,0.156392,0.714921,200,1
139,2,0,0,1.0,16,7,0,16,4224,2.070578,0.361642,2.432221,0.156392,0.603329,200,1
140,2,1,1,0.1,80,8,0,80,4304,1.852114,0.408668,2.260781,0.156392,0.686369,200,1
141,2,0,0,1.0,24,7,0,24,4328,1.947625,0.318437,2.266062,0.156392,0.612437,200,1
142,2,0,0,1.0,30,7,0,30,4358,1.732843,0.351381,2.084224,0.156392,0.545394,200,1
143,1,0,0,1.0,43,8,0,43,4401,1.946587,0.325724,2.272312,0.156392,0.691013,200,1
144,1,0,0,1.0,19,8,0,19,4420,1.894151,0.348107,2.242258,0.156392,0.591907,200,1
145,2,0,0,1.0,18,7,0,18,4438,1.761729,0.231572,1.993301,0.156392,0.576773,200,1
146,1,0,0,1.0,23,8,0,23,4461,1.826388,0.320026,2.146414,0.156392,0.601704,200,1
147,2,0,0,1.0,22,8,0,22,4483,1.757438,0.267566,2.025004,0.156392,0.664459,200,1
148,1,0,0,1.0,19,8,0,19,4502,1.763954,0.277435,2.041389,0.156392,0.571806,200,1
149,2,0,0,1.0,34,8,0,34,4536,1.621187,0.211043,1.83223,0.156392,0.643068,200,1
150,1,0,0,1.0,27,8,0,27,4563,1.846162,0.284911,2.131073,0.156392,0.622371,200,1
151,2,0,0,1.0,20,8,0,20,4583,1.578711,0.230718,1.809429,0.156392,0.607286,200,1
152,2,0,0,1.0,20,8,0,20,4603,1.68844,0.188652,1.877092,0.156392,0.629146,200,1
153,1,0,0,1.0,27,8,0,27,4630,1.759977,0.242538,2.002515,0.156392,0.663875,200,1
154,2,0,0,1.0,22,8,0,22,4652,1.911841,0.26979,2.181631,0.156392,0.646871,200,1
155,1,0,0,1.0,23,8,0,23,4675,1.951808,0.292506,2.244314,0.156392,0.61525,200,1
156,2,0,0,1.0,22,7,0,22,4697,1.710505,0.239583,1.950089,0.156392,0.568068,200,1
157,1,0,0,1.0,27,8,0,27,4724,2.006727,0.303743,2.31047,0.156392,0.665922,200,1
158,1,0,0,1.0,23,8,0,23,4747,1.728377,0.20513,1.933507,0.156392,0.689753,200,1
159,1,0,0,1.0,45,8,0,45,4792,1.858826,0.210747,2.069572,0.156392,0.734673,200,1
160,1,0,0,1.0,27,8,0,27,4819,1.696085,0.153257,1.849342,0.153257,0.617346,200,1
161,1,0,0,1.0,21,8,0,21,4840,1.590095,0.162805,1.7529,0.153257,0.630294,200,1
162,2,0,0,1.0,24,8,0,24,4864,1.820052,0.293137,2.113189,0.153257,0.576843,200,1
163,2,0,0,1.0,20,7,0,20,4884,1.856496,0.328659,2.185154,0.153257,0.606533,200,1
164,2,1,1,0.1,80,8,0,80,4964,1.896812,0.328007,2.224819,0.153257,0.71451,200,1
165,1,0,0,1.0,23,8,0,23,4987,1.780753,0.29214,2.072893,0.153257,0.693686,200,1
166,2,0,0,1.0,22,8,0,22,5009,1.78315,0.258665,2.041814,0.153257,0.684559,200,1
167,2,0,0,1.0,22,8,0,22,5031,1.702906,0.264685,1.967592,0.153257,0.635222,200,1
168,1,0,0,1.0,27,8,0,27,5058,1.794063,0.305159,2.099223,0.153257,0.686209,200,1
169,2,0,0,1.0,28,7,0,28,5086,1.607737,0.235113,1.84285,0.153257,0.617732,200,1
170,2,0,0,1.0,20,8,0,20,5106,1.750187,0.235376,1.985563,0.153257,0.634925,200,1
171,2,0,0,1.0,18,7,0,18,5124,1.651091,0.297277,1.948368,0.153257,0.539084,200,1
172,1,0,0,1.0,23,8,0,23,5147,1.923953,0.212282,2.136234,0.153257,0.59515,200,1
173,2,0,0,1.0,22,8,0,22,5169,1.846406,0.321877,2.168284,0.153257,0.685701,200,1
174,2,0,0,1.0,20,8,0,20,5189,1.747172,0.29879,2.045961,0.153257,0.645729,200,1
175,1,0,0,1.0,17,7,0,17,5206,1.768964,0.230558,1.999522,0.153257,0.591782,200,1
176,1,0,0,1.0,23,8,0,23,5229,1.79454,0.241118,2.035658,0.153257,0.588377,200,1
177,1,0,0,1.0,27,8,0,27,5256,1.902357,0.331597,2.233954,0.153257,0.666853,200,1
178,2,0,0,1.0,20,8,0,20,5276,1.816177,0.261285,2.077462,0.153257,0.571106,200,1
179,2,0,0,1.0,26,7,0,26,5302,1.680149,0.217185,1.897334,0.153257,0.601662,200,1
180,1,0,0,1.0,31,8,0,31,5333,1.781356,0.359187,2.140543,0.153257,0.769655,200,1
181,1,0,0,1.0,27,8,0,27,5360,1.761849,0.208953,1.970802,0.153257,0.626838,200,1
182,1,0,0,1.0,35,8,0,35,5395,1.801702,0.304358,2.10606,0.153257,0.680258,200,1
183,2,0,0,1.0,34,8,0,34,5429,1.733929,0.17836,1.912289,0.153257,0.65371,200,1
184,2,0,0,1.0,22,8,0,22,5451,1.794791,0.35326,2.148051,0.153257,0.703746,200,1
185,,1,0,0.1,80,8,0,80,5531,1.739287,0.277574,2.016861,0.153257,0.814196,200,1
186,2,0,0,1.0,28,8,0,28,5559,1.658881,0.291008,1.949889,0.153257,0.665111,200,1
187,2,0,0,1.0,28,8,0,28,5587,1.747825,0.210752,1.958577,0.153257,0.674444,200,1
188,2,0,0,1.0,22,8,0,22,5609,1.728766,0.231653,1.960418,0.153257,0.595021,200,1
189,2,0,0,1.0,40,8,0,40,5649,1.77779,0.314003,2.091794,0.153257,0.717588,200,1
190,2,0,0,1.0,28,8,0,28,5677,1.887073,0.33903,2.226103,0.153257,0.643934,200,1
191,2,0,0,1.0,18,7,0,18,5695,1.857262,0.254922,2.112185,0.153257,0.633166,200,1
192,1,0,0,1.0,19,8,0,19,5714,1.634382,0.2353,1.869682,0.153257,0.613859,200,1
193,1,0,0,1.0,23,8,0,23,5737,1.887645,0.275834,2.163479,0.153257,0.728862,200,1
194,1,0,0,1.0,19,7,0,19,5756,1.799815,0.289258,2.089073,0.153257,0.56493,200,1
195,1,0,0,1.0,23,8,0,23,5779,1.828277,0.301445,2.129722,0.153257,0.551671,200,1
196,2,0,0,1.0,26,7,0,26,5805,1.719881,0.161762,1.881643,0.153257,0.613065,200,1
197,1,0,0,1.0,19,8,0,19,5824,1.576746,0.190664,1.76741,0.153257,0.639249,200,1
198,1,0,0,1.0,19,8,0,19,5843,1.646468,0.230181,1.876649,0.153257,0.569426,200,1
199,1,0,0,1.0,23,8,0,23,5866,1.673405,0.22153,1.894935,0.153257,0.682106,200,1
200,1,0,0,1.0,23,8,0,23,5889,1.620131,0.313624,1.933754,0.153257,0.698274,200,1
201,1,0,0,1.0,23,8,0,23,5912,1.869485,0.269619,2.139105,0.153257,0.662443,200,1
202,1,0,0,1.0,17,8,0,17,5929,1.66633,0.213521,1.87985,0.153257,0.716819,200,1
203,2,0,0,1.0,20,8,0,20,5949,1.598638,0.239355,1.837993,0.153257,0.712814,200,1
204,2,0,0,1.0,22,8,0,22,5971,1.928475,0.222618,2.151093,0.153257,0.657149,200,1
205,1,0,0,1.0,21,8,0,21,5992,1.68924,0.30045,1.98969,0.153257,0.623833,200,1
206,2,0,0,1.0,22,8,0,22,6014,1.731699,0.238777,1.970475,0.153257,0.577204,200,1
207,1,0,0,1.0,17,8,0,17,6031,1.800025,0.248763,2.048788,0.153257,0.644103,200,1
208,1,0,0,1.0,23,8,0,23,6054,1.588662,0.288618,1.87728,0.153257,0.608259,200,1
209,2,0,0,1.0,20,7,0,20,6074,1.699047,0.221824,1.920871,0.153257,0.605779,200,1
210,1,0,0,1.0,31,8,0,31,6105,1.744005,0.259657,2.003662,0.153257,0.682607,200,1
211,2,0,0,1.0,20,8,0,20,6125,1.881047,0.254932,2.135979,0.153257,0.663819,200,1
212,2,0,0,1.0,22,8,0,22,6147,1.699723,0.275242,1.974965,0.153257,0.63111,200,1
213,2,0,0,1.0,20,8,0,20,6167,1.674033,0.366553,2.040586,0.153257,0.640452,200,1
214,1,0,0,1.0,27,8,0,27,6194,1.774247,0.263192,2.03744,0.153257,0.715243,200,1
215,1,0,0,1.0,17,8,0,17,6211,1.625902,0.251834,1.877736,0.153257,0.703222,200,1
216,2,0,0,1.0,16,6,0,16,6227,1.63344,0.205798,1.839238,0.153257,0.486495,200,1
217,2,0,0,1.0,20,8,0,20,6247,1.535886,0.231033,1.766919,0.153257,0.715829,200,1
218,2,0,0,1.0,46,8,0,46,6293,1.663581,0.29053,1.954111,0.153257,0.728425,200,1
219,1,0,0,1.0,43,8,0,43,6336,1.64232,0.245681,1.888,0.153257,0.720813,200,1
220,2,0,0,1.0,20,8,0,20,6356,1.660691,0.15607,1.816761,0.153257,0.629397,200,1
221,2,0,0,1.0,18,8,0,18,6374,1.977745,0.247845,2.225591,0.153257,0.656058,200,1
222,2,0,0,1.0,18,7,0,18,6392,1.658903,0.283097,1.942,0.153257,0.6622,200,1
223,2,0,0,1.0,26,7,0,26,6418,1.827892,0.326379,2.154272,0.153257,0.609586,200,1
224,2,0,0,1.0,32,8,0,32,6450,1.611394,0.226411,1.837805,0.153257,0.72142,200,1
225,2,0,0,1.0,20,8,0,20,6470,1.682386,0.197916,1.880302,0.153257,0.635176,200,1
226,1,0,0,1.0,19,8,0,19,6489,1.687395,0.353616,2.04101,0.153257,0.642158,200,1
227,1,0,0,1.0,17,7,0,17,6506,1.615185,0.202606,1.817791,0.153257,0.610996,200,1
228,2,0,0,1.0,38,8,0,38,6544,1.543499,0.244646,1.788146,0.153257,0.718328,200,1
229,1,0,0,1.0,11,7,0,11,6555,1.726192,0.323043,2.049235,0.153257,0.462768,200,1
230,1,0,0,1.0,19,8,0,19,6574,1.787147,0.250799,2.037946,0.153257,0.671251,200,1
231,2,0,0,1.0,20,8,0,20,6594,1.771661,0.334109,2.105769,0.153257,0.621357,200,1
232,1,0,0,1.0,19,7,0,19,6613,1.612318,0.290316,1.902635,0.153257,0.594287,200,1
233,1,0,0,1.0,19,8,0,19,6632,1.77881,0.287009,2.06582,0.153257,0.67178,200,1
234,2,0,0,1.0,24,8,0,24,6656,1.746965,0.21294,1.959905,0.153257,0.722571,200,1
235,1,0,0,1.0,19,8,0,19,6675,1.58712,0.316343,1.903463,0.153257,0.582915,200,1
236,1,0,0,1.0,19,8,0,19,6694,1.828899,0.332248,2.161147,0.153257,0.673896,200,1
237,1,0,0,1.0,23,8,0,23,6717,1.581678,0.255824,1.837502,0.153257,0.64125,200,1
238,,1,0,0.1,80,8,0,80,6797,1.859941,0.349449,2.20939,0.153257,0.735176,200,1
239,2,0,0,1.0,18,8,0,18,6815,1.640383,0.328368,1.968751,0.153257,0.68593,200,1
240,2,0,0,1.0,14,6,0,14,6829,1.646516,0.266374,1.91289,0.153257,0.488155,200,1
241,1,0,0,1.0,29,8,0,29,6858,1.623124,0.285099,1.908223,0.153257,0.633339,200,1
242,2,0,0,1.0,20,8,0,20,6878,1.594127,0.214728,1.808856,0.153257,0.661809,200,1
243,2,0,0,1.0,18,8,0,18,6896,1.732528,0.300326,2.032854,0.153257,0.666387,200,1
244,1,0,0,1.0,15,8,0,15,6911,1.722293,0.27568,1.997973,0.153257,0.641876,200,1
245,2,0,0,1.0,14,8,0,14,6925,1.611816,0.239289,1.851105,0.153257,0.579325,200,1
246,2,0,0,1.0,18,7,0,18,6943,1.865151,0.268025,2.133176,0.153257,0.634562,200,1
247,2,0,0,1.0,22,8,0,22,6965,1.795796,0.333952,2.129748,0.153257,0.572636,200,1
248,1,0,0,1.0,19,8,0,19,6984,1.583543,0.205187,1.78873,0.153257,0.751124,200,1
249,1,0,0,1.0,37,8,0,37,7021,1.710583,0.269688,1.980271,0.153257,0.67554,200,1
250,1,0,0,1.0,19,8,0,19,7040,1.632476,0.26958,1.902055,0.153257,0.672309,200,1
251,2,0,0,1.0,26,8,0,26,7066,1.6175,0.342015,1.959515,0.153257,0.69482,200,1
252,2,0,0,1.0,22,8,0,22,7088,1.503822,0.28934,1.793162,0.153257,0.622202,200,1
253,1,0,0,1.0,19,8,0,19,7107,1.639149,0.286101,1.92525,0.153257,0.631314,200,1
254,2,0,0,1.0,14,6,0,14,7121,1.664172,0.305295,1.969467,0.153257,0.493539,200,1
255,2,0,0,1.0,50,8,0,50,7171,1.857732,0.303813,2.161545,0.153257,0.686332,200,1
256,2,0,0,1.0,20,8,0,20,7191,1.748497,0.32307,2.071567,0.153257,0.632915,200,1
257,1,0,0,1.0,27,8,0,27,7218,1.637369,0.234539,1.871908,0.153257,0.634469,200,1
258,1,0,0,1.0,15,8,0,15,7233,1.817767,0.289978,2.107745,0.153257,0.522613,200,1
259,1,0,0,1.0,19,8,0,19,7252,1.630341,0.2416,1.871941,0.153257,0.596668,200,1
260,2,0,0,1.0,20,8,0,20,7272,1.679446,0.240759,1.920206,0.153257,0.625377,200,1
261,1,0,0,1.0,21,8,0,21,7293,1.76304,0.276632,2.039673,0.153257,0.64872,200,1
262,2,0,0,1.0,22,8,0,22,7315,1.711338,0.305359,2.016697,0.153257,0.637277,200,1
263,1,0,0,1.0,11,6,0,11,7326,1.510668,0.273871,1.784539,0.153257,0.585656,200,1
264,2,0,0,1.0,22,7,0,22,7348,1.48623,0.212339,1.698569,0.153257,0.620831,200,1
265,1,1,1,0.1,80,8,0,80,7428,1.451805,0.306503,1.758308,0.153257,0.616143,200,1
266,1,0,0,1.0,19,8,0,19,7447,1.701898,0.249403,1.951301,0.153257,0.569955,200,1
267,2,0,0,1.0,22,8,0,22,7469,1.70374,0.300912,2.004652,0.153257,0.653038,200,1
